Tabela Resultados 1
;Operador ;Diâmetro;Comprimento;Comprimento final
;;(mm);(mm);(mm)
1;"Operador ";"8,50";"50,00";"59,40"
Tempo;Deslocamento;Força;Deformação à tração (Extensômetro)
"64,3500";"1,0723";"4,2559";"0,0259"
"64,4000";"1,0733";"4,2584";"0,0260"
"64,4500";"1,0743";"4,2700";"0,0257"
"64,5000";"1,0750";"4,2748";"0,0261"
"64,5500";"1,0757";"4,2735";"0,0263"
"64,6000";"1,0766";"4,2759";"0,0257"
"64,6500";"1,0777";"4,2871";"0,0265"
"64,7000";"1,0785";"4,2942";"0,0262"
"64,7500";"1,0791";"4,2924";"0,0258"
"64,8000";"1,0799";"4,2924";"0,0262"
"64,8500";"1,0810";"4,3012";"0,0263"
"64,9000";"1,0818";"4,3106";"0,0261"
"64,9500";"1,0825";"4,3096";"0,0264"
"65,0000";"1,0832";"4,3095";"0,0266"
"65,0500";"1,0843";"4,3175";"0,0263"
"65,1000";"1,0852";"4,3278";"0,0266"
"65,1500";"1,0859";"4,3282";"0,0269"
"65,2000";"1,0866";"4,3263";"0,0265"
"65,2500";"1,0876";"4,3320";"0,0270"
"65,3000";"1,0886";"4,3434";"0,0269"
"65,3500";"1,0892";"4,3451";"0,0268"
"65,4000";"1,0899";"4,3431";"0,0269"
"65,4500";"1,0908";"4,3465";"0,0272"
"65,5000";"1,0918";"4,3572";"0,0266"
"65,5500";"1,0926";"4,3629";"0,0267"
"65,6000";"1,0932";"4,3613";"0,0272"
"65,6500";"1,0941";"4,3633";"0,0266"
"65,7000";"1,0951";"4,3728";"0,0271"
"65,7500";"1,0959";"4,3804";"0,0271"
"65,8000";"1,0966";"4,3795";"0,0267"
"65,8500";"1,0974";"4,3797";"0,0272"
"65,9000";"1,0984";"4,3872";"0,0273"
"65,9500";"1,0993";"4,3963";"0,0272"
"66,0000";"1,0999";"4,3979";"0,0271"
"66,0500";"1,1007";"4,3977";"0,0274"
"66,1000";"1,1017";"4,4040";"0,0271"
"66,1500";"1,1026";"4,4146";"0,0273"
"66,2000";"1,1034";"4,4167";"0,0275"
"66,2500";"1,1041";"4,4157";"0,0273"
"66,3000";"1,1050";"4,4203";"0,0274"
"66,3500";"1,1060";"4,4296";"0,0275"
"66,4000";"1,1067";"4,4336";"0,0277"
"66,4500";"1,1074";"4,4323";"0,0274"
"66,5000";"1,1083";"4,4351";"0,0276"
"66,5500";"1,1094";"4,4455";"0,0276"
"66,6000";"1,1101";"4,4532";"0,0277"
"66,6500";"1,1108";"4,4520";"0,0277"
"66,7000";"1,1116";"4,4529";"0,0275"
"66,7500";"1,1127";"4,4608";"0,0279"
"66,8000";"1,1135";"4,4693";"0,0278"
"66,8500";"1,1142";"4,4691";"0,0279"
"66,9000";"1,1149";"4,4689";"0,0276"
"66,9500";"1,1160";"4,4768";"0,0278"
"67,0000";"1,1168";"4,4864";"0,0279"
"67,0500";"1,1175";"4,4868";"0,0279"
"67,1000";"1,1182";"4,4862";"0,0281"
"67,1500";"1,1193";"4,4920";"0,0279"
"67,2000";"1,1202";"4,5016";"0,0280"
"67,2500";"1,1209";"4,5042";"0,0282"
"67,3000";"1,1216";"4,5026";"0,0280"
"67,3500";"1,1225";"4,5064";"0,0282"
"67,4000";"1,1235";"4,5171";"0,0281"
"67,4500";"1,1242";"4,5227";"0,0281"
"67,5000";"1,1249";"4,5219";"0,0281"
"67,5500";"1,1258";"4,5239";"0,0282"
"67,6000";"1,1268";"4,5322";"0,0282"
"67,6500";"1,1276";"4,5396";"0,0284"
"67,7000";"1,1282";"4,5385";"0,0285"
"67,7500";"1,1290";"4,5389";"0,0281"
"67,8000";"1,1300";"4,5468";"0,0285"
"67,8500";"1,1310";"4,5577";"0,0285"
"67,9000";"1,1316";"4,5589";"0,0284"
"67,9500";"1,1324";"4,5582";"0,0284"
"68,0000";"1,1333";"4,5635";"0,0286"
"68,0500";"1,1343";"4,5731";"0,0284"
"68,1000";"1,1350";"4,5757";"0,0285"
"68,1500";"1,1357";"4,5754";"0,0289"
"68,2000";"1,1367";"4,5794";"0,0284"
"68,2500";"1,1377";"4,5903";"0,0287"
"68,3000";"1,1384";"4,5952";"0,0288"
"68,3500";"1,1391";"4,5938";"0,0287"
"68,4000";"1,1400";"4,5961";"0,0289"
"68,4500";"1,1410";"4,6067";"0,0289"
"68,5000";"1,1418";"4,6131";"0,0289"
"68,5500";"1,1424";"4,6116";"0,0290"
"68,6000";"1,1433";"4,6126";"0,0290"
"68,6500";"1,1444";"4,6224";"0,0290"
"68,7000";"1,1452";"4,6315";"0,0290"
"68,7500";"1,1459";"4,6305";"0,0293"
"68,8000";"1,1466";"4,6302";"0,0291"
"68,8500";"1,1477";"4,6379";"0,0295"
"68,9000";"1,1485";"4,6478";"0,0293"
"68,9500";"1,1492";"4,6487";"0,0293"
"69,0000";"1,1499";"4,6475";"0,0291"
"69,0500";"1,1509";"4,6530";"0,0294"
"69,1000";"1,1519";"4,6636";"0,0294"
"69,1500";"1,1525";"4,6664";"0,0294"
"69,2000";"1,1532";"4,6643";"0,0295"
"69,2500";"1,1541";"4,6674";"0,0292"
"69,3000";"1,1552";"4,6785";"0,0294"
"69,3500";"1,1559";"4,6847";"0,0297"
"69,4000";"1,1566";"4,6835";"0,0294"
"69,4500";"1,1574";"4,6850";"0,0295"
"69,5000";"1,1585";"4,6949";"0,0297"
"69,5500";"1,1592";"4,7027";"0,0299"
"69,6000";"1,1599";"4,7006";"0,0297"
"69,6500";"1,1607";"4,7009";"0,0298"
"69,7000";"1,1617";"4,7093";"0,0298"
"69,7500";"1,1626";"4,7202";"0,0295"
"69,8000";"1,1633";"4,7207";"0,0299"
"69,8500";"1,1640";"4,7204";"0,0297"
"69,9000";"1,1650";"4,7270";"0,0299"
"69,9500";"1,1660";"4,7377";"0,0300"
"70,0000";"1,1667";"4,7390";"0,0301"
"70,0500";"1,1674";"4,7379";"0,0298"
"70,1000";"1,1683";"4,7425";"0,0301"
"70,1500";"1,1693";"4,7536";"0,0304"
"70,2000";"1,1700";"4,7576";"0,0298"
"70,2500";"1,1708";"4,7567";"0,0301"
"70,3000";"1,1717";"4,7604";"0,0302"
"70,3500";"1,1727";"4,7723";"0,0301"
"70,4000";"1,1735";"4,7763";"0,0303"
"70,4500";"1,1741";"4,7743";"0,0303"
"70,5000";"1,1750";"4,7766";"0,0303"
"70,5500";"1,1760";"4,7870";"0,0301"
"70,6000";"1,1769";"4,7947";"0,0308"
"70,6500";"1,1775";"4,7938";"0,0303"
"70,7000";"1,1783";"4,7941";"0,0304"
"70,7500";"1,1794";"4,8025";"0,0308"
"70,8000";"1,1802";"4,8116";"0,0302"
"70,8500";"1,1809";"4,8110";"0,0306"
"70,9000";"1,1816";"4,8104";"0,0308"
"70,9500";"1,1826";"4,8173";"0,0306"
"71,0000";"1,1835";"4,8279";"0,0305"
"71,0500";"1,1842";"4,8304";"0,0306"
"71,1000";"1,1849";"4,8288";"0,0307"
"71,1500";"1,1858";"4,8319";"0,0306"
"71,2000";"1,1869";"4,8438";"0,0309"
"71,2500";"1,1876";"4,8486";"0,0306"
"71,3000";"1,1882";"4,8465";"0,0307"
"71,3500";"1,1891";"4,8490";"0,0307"
"71,4000";"1,1902";"4,8596";"0,0309"
"71,4500";"1,1909";"4,8670";"0,0310"
"71,5000";"1,1916";"4,8658";"0,0308"
"71,5500";"1,1924";"4,8660";"0,0309"
"71,6000";"1,1935";"4,8757";"0,0309"
"71,6500";"1,1943";"4,8860";"0,0311"
"71,7000";"1,1950";"4,8852";"0,0310"
"71,7500";"1,1957";"4,8843";"0,0311"
"71,8000";"1,1968";"4,8923";"0,0311"
"71,8500";"1,1977";"4,9032";"0,0311"
"71,9000";"1,1983";"4,9041";"0,0312"
"71,9500";"1,1991";"4,9016";"0,0312"
"72,0000";"1,2000";"4,9072";"0,0312"
"72,0500";"1,2010";"4,9193";"0,0313"
"72,1000";"1,2017";"4,9229";"0,0312"
"72,1500";"1,2024";"4,9209";"0,0315"
"72,2000";"1,2034";"4,9256";"0,0314"
"72,2500";"1,2044";"4,9375";"0,0317"
"72,3000";"1,2051";"4,9407";"0,0314"
"72,3500";"1,2058";"4,9380";"0,0316"
"72,4000";"1,2067";"4,9404";"0,0314"
"72,4500";"1,2077";"4,9514";"0,0315"
"72,5000";"1,2085";"4,9591";"0,0317"
"72,5500";"1,2091";"4,9576";"0,0316"
"72,6000";"1,2100";"4,9587";"0,0319"
"72,6500";"1,2110";"4,9687";"0,0315"
"72,7000";"1,2118";"4,9780";"0,0320"
"72,7500";"1,2125";"4,9751";"0,0317"
"72,8000";"1,2133";"4,9746";"0,0317"
"72,8500";"1,2143";"4,9826";"0,0320"
"72,9000";"1,2152";"4,9934";"0,0318"
"72,9500";"1,2158";"4,9931";"0,0318"
"73,0000";"1,2165";"4,9919";"0,0319"
"73,0500";"1,2176";"4,9983";"0,0319"
"73,1000";"1,2185";"5,0107";"0,0319"
"73,1500";"1,2192";"5,0125";"0,0321"
"73,2000";"1,2198";"5,0098";"0,0320"
"73,2500";"1,2208";"5,0131";"0,0318"
"73,3000";"1,2218";"5,0250";"0,0322"
"73,3500";"1,2225";"5,0308";"0,0321"
"73,4000";"1,2232";"5,0284";"0,0322"
"73,4500";"1,2241";"5,0309";"0,0321"
"73,5000";"1,2252";"5,0417";"0,0324"
"73,5500";"1,2259";"5,0499";"0,0323"
"73,6000";"1,2266";"5,0480";"0,0320"
"73,6500";"1,2274";"5,0478";"0,0325"
"73,7000";"1,2285";"5,0568";"0,0324"
"73,7500";"1,2293";"5,0679";"0,0326"
"73,8000";"1,2300";"5,0681";"0,0324"
"73,8500";"1,2307";"5,0673";"0,0325"
"73,9000";"1,2318";"5,0748";"0,0325"
"73,9500";"1,2327";"5,0858";"0,0327"
"74,0000";"1,2334";"5,0867";"0,0329"
"74,0500";"1,2341";"5,0855";"0,0326"
"74,1000";"1,2351";"5,0907";"0,0327"
"74,1500";"1,2361";"5,1024";"0,0329"
"74,2000";"1,2367";"5,1052";"0,0328"
"74,2500";"1,2374";"5,1039";"0,0328"
"74,3000";"1,2383";"5,1069";"0,0328"
"74,3500";"1,2394";"5,1181";"0,0330"
"74,4000";"1,2402";"5,1246";"0,0329"
"74,4500";"1,2408";"5,1228";"0,0329"
"74,5000";"1,2417";"5,1239";"0,0329"
"74,5500";"1,2427";"5,1340";"0,0330"
"74,6000";"1,2435";"5,1421";"0,0330"
"74,6500";"1,2441";"5,1407";"0,0328"
"74,7000";"1,2449";"5,1410";"0,0332"
"74,7500";"1,2459";"5,1484";"0,0329"
"74,8000";"1,2468";"5,1586";"0,0333"
"74,8500";"1,2475";"5,1592";"0,0332"
"74,9000";"1,2482";"5,1582";"0,0333"
"74,9500";"1,2493";"5,1658";"0,0330"
"75,0000";"1,2502";"5,1771";"0,0334"
"75,0500";"1,2509";"5,1786";"0,0332"
"75,1000";"1,2515";"5,1769";"0,0332"
"75,1500";"1,2525";"5,1797";"0,0335"
"75,2000";"1,2534";"5,1911";"0,0332"
"75,2500";"1,2542";"5,1964";"0,0336"
"75,3000";"1,2549";"5,1957";"0,0336"
"75,3500";"1,2558";"5,1988";"0,0335"
"75,4000";"1,2568";"5,2099";"0,0338"
"75,4500";"1,2575";"5,2169";"0,0335"
"75,5000";"1,2582";"5,2143";"0,0340"
"75,5500";"1,2590";"5,2148";"0,0335"
"75,6000";"1,2601";"5,2247";"0,0339"
"75,6500";"1,2609";"5,2347";"0,0337"
"75,7000";"1,2616";"5,2336";"0,0336"
"75,7500";"1,2624";"5,2347";"0,0339"
"75,8000";"1,2635";"5,2435";"0,0338"
"75,8500";"1,2643";"5,2549";"0,0341"
"75,9000";"1,2650";"5,2541";"0,0339"
"75,9500";"1,2657";"5,2530";"0,0342"
"76,0000";"1,2668";"5,2594";"0,0339"
"76,0500";"1,2678";"5,2713";"0,0342"
"76,1000";"1,2684";"5,2734";"0,0343"
"76,1500";"1,2691";"5,2714";"0,0340"
"76,2000";"1,2701";"5,2763";"0,0345"
"76,2500";"1,2711";"5,2883";"0,0343"
"76,3000";"1,2718";"5,2915";"0,0343"
"76,3500";"1,2724";"5,2894";"0,0344"
"76,4000";"1,2733";"5,2917";"0,0344"
"76,4500";"1,2744";"5,3027";"0,0345"
"76,5000";"1,2751";"5,3096";"0,0346"
"76,5500";"1,2758";"5,3089";"0,0347"
"76,6000";"1,2765";"5,3090";"0,0343"
"76,6500";"1,2776";"5,3181";"0,0346"
"76,7000";"1,2785";"5,3267";"0,0348"
"76,7500";"1,2791";"5,3270";"0,0345"
"76,8000";"1,2799";"5,3267";"0,0345"
"76,8500";"1,2809";"5,3342";"0,0344"
"76,9000";"1,2818";"5,3450";"0,0348"
"76,9500";"1,2825";"5,3467";"0,0347"
"77,0000";"1,2832";"5,3456";"0,0348"
"77,0500";"1,2841";"5,3510";"0,0347"
"77,1000";"1,2851";"5,3613";"0,0349"
"77,1500";"1,2859";"5,3660";"0,0351"
"77,2000";"1,2866";"5,3653";"0,0348"
"77,2500";"1,2875";"5,3683";"0,0350"
"77,3000";"1,2885";"5,3791";"0,0351"
"77,3500";"1,2892";"5,3855";"0,0350"
"77,4000";"1,2899";"5,3833";"0,0352"
"77,4500";"1,2907";"5,3857";"0,0351"
"77,5000";"1,2918";"5,3949";"0,0351"
"77,5500";"1,2926";"5,4030";"0,0350"
"77,6000";"1,2933";"5,4034";"0,0356"
"77,6500";"1,2941";"5,4047";"0,0354"
"77,7000";"1,2952";"5,4131";"0,0352"
"77,7500";"1,2960";"5,4232";"0,0353"
"77,8000";"1,2967";"5,4232";"0,0354"
"77,8500";"1,2974";"5,4225";"0,0352"
"77,9000";"1,2984";"5,4283";"0,0356"
"77,9500";"1,2993";"5,4398";"0,0358"
"78,0000";"1,3001";"5,4421";"0,0354"
"78,0500";"1,3008";"5,4413";"0,0357"
"78,1000";"1,3018";"5,4470";"0,0357"
"78,1500";"1,3027";"5,4582";"0,0356"
"78,2000";"1,3034";"5,4617";"0,0358"
"78,2500";"1,3041";"5,4599";"0,0356"
"78,3000";"1,3050";"5,4621";"0,0358"
"78,3500";"1,3060";"5,4725";"0,0358"
"78,4000";"1,3067";"5,4793";"0,0361"
"78,4500";"1,3074";"5,4780";"0,0358"
"78,5000";"1,3082";"5,4787";"0,0359"
"78,5500";"1,3093";"5,4884";"0,0361"
"78,6000";"1,3101";"5,4977";"0,0358"
"78,6500";"1,3108";"5,4983";"0,0362"
"78,7000";"1,3115";"5,4975";"0,0361"
"78,7500";"1,3126";"5,5045";"0,0360"
"78,8000";"1,3135";"5,5151";"0,0360"
"78,8500";"1,3141";"5,5168";"0,0363"
"78,9000";"1,3148";"5,5157";"0,0361"
"78,9500";"1,3158";"5,5210";"0,0358"
"79,0000";"1,3168";"5,5327";"0,0365"
"79,0500";"1,3175";"5,5377";"0,0361"
"79,1000";"1,3182";"5,5357";"0,0363"
"79,1500";"1,3191";"5,5393";"0,0363"
"79,2000";"1,3202";"5,5496";"0,0363"
"79,2500";"1,3209";"5,5557";"0,0363"
"79,3000";"1,3216";"5,5546";"0,0365"
"79,3500";"1,3225";"5,5564";"0,0366"
"79,4000";"1,3235";"5,5670";"0,0363"
"79,4500";"1,3243";"5,5745";"0,0367"
"79,5000";"1,3250";"5,5746";"0,0367"
"79,5500";"1,3258";"5,5754";"0,0364"
"79,6000";"1,3269";"5,5838";"0,0368"
"79,6500";"1,3277";"5,5938";"0,0367"
"79,7000";"1,3283";"5,5938";"0,0368"
"79,7500";"1,3291";"5,5936";"0,0367"
"79,8000";"1,3301";"5,6001";"0,0370"
"79,8500";"1,3310";"5,6107";"0,0367"
"79,9000";"1,3318";"5,6128";"0,0368"
"79,9500";"1,3324";"5,6125";"0,0371"
"80,0000";"1,3334";"5,6169";"0,0368"
"80,0500";"1,3344";"5,6276";"0,0370"
"80,1000";"1,3351";"5,6320";"0,0369"
"80,1500";"1,3357";"5,6302";"0,0370"
"80,2000";"1,3367";"5,6334";"0,0369"
"80,2500";"1,3377";"5,6434";"0,0370"
"80,3000";"1,3384";"5,6498";"0,0373"
"80,3500";"1,3391";"5,6482";"0,0371"
"80,4000";"1,3399";"5,6493";"0,0373"
"80,4500";"1,3410";"5,6596";"0,0373"
"80,5000";"1,3418";"5,6695";"0,0373"
"80,5500";"1,3425";"5,6700";"0,0374"
"80,6000";"1,3432";"5,6689";"0,0371"
"80,6500";"1,3442";"5,6745";"0,0374"
"80,7000";"1,3451";"5,6858";"0,0374"
"80,7500";"1,3458";"5,6875";"0,0375"
"80,8000";"1,3464";"5,6865";"0,0374"
"80,8500";"1,3474";"5,6918";"0,0374"
"80,9000";"1,3485";"5,7046";"0,0375"
"80,9500";"1,3492";"5,7090";"0,0376"
"81,0000";"1,3499";"5,7077";"0,0378"
"81,0500";"1,3508";"5,7106";"0,0375"
"81,1000";"1,3518";"5,7216";"0,0379"
"81,1500";"1,3525";"5,7269";"0,0378"
"81,2000";"1,3532";"5,7266";"0,0378"
"81,2500";"1,3541";"5,7284";"0,0377"
"81,3000";"1,3551";"5,7393";"0,0381"
"81,3500";"1,3560";"5,7476";"0,0380"
"81,4000";"1,3566";"5,7477";"0,0379"
"81,4500";"1,3575";"5,7476";"0,0384"
"81,5000";"1,3585";"5,7572";"0,0379"
"81,5500";"1,3593";"5,7663";"0,0382"
"81,6000";"1,3600";"5,7656";"0,0382"
"81,6500";"1,3608";"5,7658";"0,0379"
"81,7000";"1,3618";"5,7730";"0,0381"
"81,7500";"1,3627";"5,7844";"0,0382"
"81,8000";"1,3634";"5,7856";"0,0383"
"81,8500";"1,3641";"5,7837";"0,0382"
"81,9000";"1,3651";"5,7894";"0,0384"
"81,9500";"1,3660";"5,8008";"0,0385"
"82,0000";"1,3667";"5,8044";"0,0382"
"82,0500";"1,3674";"5,8026";"0,0387"
"82,1000";"1,3683";"5,8062";"0,0381"
"82,1500";"1,3693";"5,8178";"0,0386"
"82,2000";"1,3701";"5,8235";"0,0384"
"82,2500";"1,3707";"5,8205";"0,0385"
"82,3000";"1,3716";"5,8220";"0,0383"
"82,3500";"1,3727";"5,8329";"0,0386"
"82,4000";"1,3734";"5,8430";"0,0387"
"82,4500";"1,3741";"5,8425";"0,0386"
"82,5000";"1,3749";"5,8419";"0,0389"
"82,5500";"1,3759";"5,8506";"0,0387"
"82,6000";"1,3768";"5,8614";"0,0388"
"82,6500";"1,3775";"5,8609";"0,0389"
"82,7000";"1,3782";"5,8597";"0,0389"
"82,7500";"1,3792";"5,8669";"0,0390"
"82,8000";"1,3802";"5,8792";"0,0390"
"82,8500";"1,3808";"5,8816";"0,0391"
"82,9000";"1,3815";"5,8801";"0,0388"
"82,9500";"1,3825";"5,8841";"0,0390"
"83,0000";"1,3835";"5,8962";"0,0389"
"83,0500";"1,3842";"5,9009";"0,0391"
"83,1000";"1,3849";"5,8989";"0,0391"
"83,1500";"1,3858";"5,9011";"0,0389"
"83,2000";"1,3869";"5,9140";"0,0394"
"83,2500";"1,3876";"5,9216";"0,0392"
"83,3000";"1,3883";"5,9200";"0,0393"
"83,3500";"1,3891";"5,9216";"0,0391"
"83,4000";"1,3902";"5,9317";"0,0394"
"83,4500";"1,3910";"5,9392";"0,0395"
"83,5000";"1,3916";"5,9379";"0,0393"
"83,5500";"1,3925";"5,9382";"0,0393"
"83,6000";"1,3935";"5,9471";"0,0395"
"83,6500";"1,3944";"5,9587";"0,0396"
"83,7000";"1,3950";"5,9587";"0,0395"
"83,7500";"1,3958";"5,9580";"0,0398"
"83,8000";"1,3968";"5,9648";"0,0395"
"83,8500";"1,3977";"5,9757";"0,0395"
"83,9000";"1,3984";"5,9769";"0,0399"
"83,9500";"1,3991";"5,9755";"0,0396"
"84,0000";"1,4000";"5,9795";"0,0397"
"84,0500";"1,4010";"5,9920";"0,0397"
"84,1000";"1,4017";"5,9962";"0,0398"
"84,1500";"1,4023";"5,9944";"0,0399"
"84,2000";"1,4033";"5,9975";"0,0398"
"84,2500";"1,4043";"6,0083";"0,0401"
"84,3000";"1,4051";"6,0161";"0,0399"
"84,3500";"1,4057";"6,0143";"0,0400"
"84,4000";"1,4065";"6,0148";"0,0401"
"84,4500";"1,4076";"6,0247";"0,0401"
"84,5000";"1,4084";"6,0350";"0,0403"
"84,5500";"1,4091";"6,0340";"0,0400"
"84,6000";"1,4098";"6,0338";"0,0404"
"84,6500";"1,4109";"6,0413";"0,0401"
"84,7000";"1,4118";"6,0540";"0,0403"
"84,7500";"1,4125";"6,0551";"0,0406"
"84,8000";"1,4132";"6,0538";"0,0406"
"84,8500";"1,4142";"6,0598";"0,0411"
"84,9000";"1,4152";"6,0720";"0,0409"
"84,9500";"1,4159";"6,0757";"0,0410"
"85,0000";"1,4165";"6,0728";"0,0410"
"85,0500";"1,4175";"6,0761";"0,0410"
"85,1000";"1,4186";"6,0893";"0,0409"
"85,1500";"1,4193";"6,0958";"0,0410"
"85,2000";"1,4199";"6,0932";"0,0413"
"85,2500";"1,4208";"6,0958";"0,0409"
"85,3000";"1,4219";"6,1064";"0,0415"
"85,3500";"1,4226";"6,1144";"0,0413"
"85,4000";"1,4233";"6,1130";"0,0411"
"85,4500";"1,4241";"6,1133";"0,0413"
"85,5000";"1,4252";"6,1229";"0,0411"
"85,5500";"1,4260";"6,1329";"0,0413"
"85,6000";"1,4267";"6,1328";"0,0414"
"85,6500";"1,4275";"6,1320";"0,0415"
"85,7000";"1,4285";"6,1401";"0,0414"
"85,7500";"1,4294";"6,1513";"0,0416"
"85,8000";"1,4300";"6,1515";"0,0418"
"85,8500";"1,4307";"6,1499";"0,0414"
"85,9000";"1,4317";"6,1551";"0,0416"
"85,9500";"1,4327";"6,1672";"0,0416"
"86,0000";"1,4334";"6,1708";"0,0415"
"86,0500";"1,4341";"6,1694";"0,0416"
"86,1000";"1,4350";"6,1728";"0,0419"
"86,1500";"1,4360";"6,1853";"0,0417"
"86,2000";"1,4367";"6,1896";"0,0418"
"86,2500";"1,4374";"6,1875";"0,0421"
"86,3000";"1,4382";"6,1891";"0,0417"
"86,3500";"1,4392";"6,1990";"0,0417"
"86,4000";"1,4401";"6,2084";"0,0422"
"86,4500";"1,4407";"6,2081";"0,0418"
"86,5000";"1,4415";"6,2091";"0,0421"
"86,5500";"1,4426";"6,2176";"0,0421"
"86,6000";"1,4434";"6,2274";"0,0421"
"86,6500";"1,4441";"6,2273";"0,0420"
"86,7000";"1,4448";"6,2265";"0,0421"
"86,7500";"1,4459";"6,2337";"0,0421"
"86,8000";"1,4468";"6,2464";"0,0421"
"86,8500";"1,4475";"6,2487";"0,0424"
"86,9000";"1,4482";"6,2471";"0,0421"
"86,9500";"1,4492";"6,2527";"0,0424"
"87,0000";"1,4502";"6,2651";"0,0425"
"87,0500";"1,4509";"6,2687";"0,0425"
"87,1000";"1,4516";"6,2667";"0,0423"
"87,1500";"1,4525";"6,2702";"0,0422"
"87,2000";"1,4536";"6,2820";"0,0429"
"87,2500";"1,4543";"6,2882";"0,0425"
"87,3000";"1,4550";"6,2863";"0,0426"
"87,3500";"1,4558";"6,2875";"0,0428"
"87,4000";"1,4569";"6,2974";"0,0425"
"87,4500";"1,4576";"6,3059";"0,0427"
"87,5000";"1,4583";"6,3054";"0,0427"
"87,5500";"1,4591";"6,3057";"0,0426"
"87,6000";"1,4601";"6,3144";"0,0426"
"87,6500";"1,4610";"6,3248";"0,0429"
"87,7000";"1,4616";"6,3249";"0,0428"
"87,7500";"1,4624";"6,3242";"0,0427"
"87,8000";"1,4634";"6,3296";"0,0430"
"87,8500";"1,4643";"6,3408";"0,0428"
"87,9000";"1,4650";"6,3445";"0,0431"
"87,9500";"1,4657";"6,3442";"0,0430"
"88,0000";"1,4667";"6,3487";"0,0432"
"88,0500";"1,4677";"6,3597";"0,0432"
"88,1000";"1,4684";"6,3643";"0,0429"
"88,1500";"1,4690";"6,3625";"0,0435"
"88,2000";"1,4699";"6,3646";"0,0431"
"88,2500";"1,4709";"6,3750";"0,0434"
"88,3000";"1,4717";"6,3831";"0,0435"
"88,3500";"1,4724";"6,3831";"0,0432"
"88,4000";"1,4732";"6,3841";"0,0434"
"88,4500";"1,4742";"6,3930";"0,0433"
"88,5000";"1,4751";"6,4027";"0,0436"
"88,5500";"1,4757";"6,4031";"0,0434"
"88,6000";"1,4765";"6,4028";"0,0436"
"88,6500";"1,4776";"6,4097";"0,0434"
"88,7000";"1,4784";"6,4206";"0,0435"
"88,7500";"1,4792";"6,4230";"0,0437"
"88,8000";"1,4799";"6,4226";"0,0435"
"88,8500";"1,4809";"6,4280";"0,0439"
"88,9000";"1,4818";"6,4401";"0,0437"
"88,9500";"1,4826";"6,4445";"0,0438"
"89,0000";"1,4832";"6,4421";"0,0436"
"89,0500";"1,4842";"6,4454";"0,0440"
"89,1000";"1,4853";"6,4574";"0,0441"
"89,1500";"1,4860";"6,4632";"0,0438"
"89,2000";"1,4866";"6,4619";"0,0442"
"89,2500";"1,4875";"6,4640";"0,0440"
"89,3000";"1,4885";"6,4740";"0,0441"
"89,3500";"1,4893";"6,4828";"0,0440"
"89,4000";"1,4900";"6,4802";"0,0440"
"89,4500";"1,4907";"6,4808";"0,0441"
"89,5000";"1,4918";"6,4894";"0,0441"
"89,5500";"1,4926";"6,4989";"0,0443"
"89,6000";"1,4933";"6,4997";"0,0440"
"89,6500";"1,4940";"6,4992";"0,0445"
"89,7000";"1,4950";"6,5048";"0,0443"
"89,7500";"1,4960";"6,5173";"0,0442"
"89,8000";"1,4967";"6,5201";"0,0445"
"89,8500";"1,4974";"6,5187";"0,0443"
"89,9000";"1,4983";"6,5232";"0,0444"
"89,9500";"1,4993";"6,5341";"0,0443"
"90,0000";"1,5000";"6,5395";"0,0446"
"90,0500";"1,5007";"6,5380";"0,0445"
"90,1000";"1,5015";"6,5400";"0,0444"
"90,1500";"1,5026";"6,5515";"0,0448"
"90,2000";"1,5034";"6,5601";"0,0446"
"90,2500";"1,5041";"6,5590";"0,0447"
"90,3000";"1,5049";"6,5603";"0,0447"
"90,3500";"1,5059";"6,5689";"0,0448"
"90,4000";"1,5068";"6,5783";"0,0449"
"90,4500";"1,5074";"6,5786";"0,0447"
"90,5000";"1,5082";"6,5788";"0,0451"
"90,5500";"1,5092";"6,5864";"0,0449"
"90,6000";"1,5101";"6,5970";"0,0449"
"90,6500";"1,5108";"6,5985";"0,0452"
"90,7000";"1,5116";"6,5978";"0,0449"
"90,7500";"1,5126";"6,6041";"0,0451"
"90,8000";"1,5135";"6,6167";"0,0452"
"90,8500";"1,5143";"6,6200";"0,0452"
"90,9000";"1,5149";"6,6186";"0,0451"
"90,9500";"1,5159";"6,6220";"0,0453"
"91,0000";"1,5169";"6,6325";"0,0451"
"91,0500";"1,5176";"6,6383";"0,0452"
"91,1000";"1,5183";"6,6367";"0,0453"
"91,1500";"1,5192";"6,6393";"0,0453"
"91,2000";"1,5202";"6,6505";"0,0454"
"91,2500";"1,5210";"6,6590";"0,0454"
"91,3000";"1,5217";"6,6579";"0,0455"
"91,3500";"1,5225";"6,6584";"0,0455"
"91,4000";"1,5235";"6,6672";"0,0455"
"91,4500";"1,5243";"6,6757";"0,0458"
"91,5000";"1,5250";"6,6756";"0,0454"
"91,5500";"1,5257";"6,6752";"0,0457"
"91,6000";"1,5267";"6,6814";"0,0456"
"91,6500";"1,5276";"6,6940";"0,0456"
"91,7000";"1,5284";"6,6975";"0,0457"
"91,7500";"1,5290";"6,6964";"0,0457"
"91,8000";"1,5300";"6,7001";"0,0457"
"91,8500";"1,5310";"6,7110";"0,0459"
"91,9000";"1,5317";"6,7161";"0,0461"
"91,9500";"1,5324";"6,7144";"0,0459"
"92,0000";"1,5332";"6,7171";"0,0459"
"92,0500";"1,5343";"6,7285";"0,0461"
