Tabela Resultados 1
;Operador ;Diâmetro;Comprimento;Comprimento final
;;(mm);(mm);(mm)
1;"Operador ";"8,50";"50,00";"59,40"
Tempo;Deslocamento;Força;Deformação à tração (Extensômetro)
"2,8000";"0,0466";"0,0062";"-0,0021"
"2,8500";"0,0474";"0,0064";"-0,0025"
"2,9000";"0,0484";"0,0068";"-0,0021"
"2,9500";"0,0493";"0,0068";"-0,0024"
"3,0000";"0,0500";"0,0066";"-0,0021"
"3,0500";"0,0507";"0,0058";"-0,0022"
"3,1000";"0,0517";"0,0063";"-0,0024"
"3,1500";"0,0527";"0,0066";"-0,0025"
"3,2000";"0,0534";"0,0064";"-0,0022"
"3,2500";"0,0541";"0,0060";"-0,0022"
"3,3000";"0,0550";"0,0067";"-0,0024"
"3,3500";"0,0560";"0,0068";"-0,0022"
"3,4000";"0,0568";"0,0067";"-0,0024"
"3,4500";"0,0574";"0,0059";"-0,0024"
"3,5000";"0,0583";"0,0060";"-0,0024"
"3,5500";"0,0594";"0,0064";"-0,0026"
"3,6000";"0,0601";"0,0063";"-0,0022"
"3,6500";"0,0608";"0,0068";"-0,0025"
"3,7000";"0,0616";"0,0066";"-0,0024"
"3,7500";"0,0627";"0,0068";"-0,0024"
"3,8000";"0,0635";"0,0062";"-0,0023"
"3,8500";"0,0642";"0,0057";"-0,0026"
"3,9000";"0,0649";"0,0061";"-0,0024"
"3,9500";"0,0659";"0,0061";"-0,0023"
"4,0000";"0,0668";"0,0066";"-0,0026"
"4,0500";"0,0675";"0,0062";"-0,0023"
"4,1000";"0,0682";"0,0068";"-0,0028"
"4,1500";"0,0692";"0,0069";"-0,0023"
"4,2000";"0,0702";"0,0065";"-0,0026"
"4,2500";"0,0709";"0,0064";"-0,0026"
"4,3000";"0,0716";"0,0068";"-0,0024"
"4,3500";"0,0724";"0,0070";"-0,0026"
"4,4000";"0,0735";"0,0072";"-0,0024"
"4,4500";"0,0742";"0,0072";"-0,0025"
"4,5000";"0,0749";"0,0076";"-0,0026"
"4,5500";"0,0757";"0,0085";"-0,0028"
"4,6000";"0,0768";"0,0094";"-0,0024"
"4,6500";"0,0776";"0,0124";"-0,0025"
"4,7000";"0,0783";"0,0154";"-0,0027"
"4,7500";"0,0790";"0,0203";"-0,0024"
"4,8000";"0,0801";"0,0273";"-0,0025"
"4,8500";"0,0810";"0,0355";"-0,0024"
"4,9000";"0,0816";"0,0416";"-0,0022"
"4,9500";"0,0824";"0,0464";"-0,0024"
"5,0000";"0,0834";"0,0529";"-0,0021"
"5,0500";"0,0844";"0,0617";"-0,0020"
"5,1000";"0,0850";"0,0683";"-0,0018"
"5,1500";"0,0858";"0,0736";"-0,0022"
"5,2000";"0,0867";"0,0802";"-0,0017"
"5,2500";"0,0877";"0,0884";"-0,0019"
"5,3000";"0,0884";"0,0942";"-0,0016"
"5,3500";"0,0891";"0,0965";"-0,0016"
"5,4000";"0,0900";"0,1002";"-0,0014"
"5,4500";"0,0910";"0,1055";"-0,0013"
"5,5000";"0,0918";"0,1088";"-0,0012"
"5,5500";"0,0924";"0,1109";"-0,0012"
"5,6000";"0,0933";"0,1135";"-0,0014"
"5,6500";"0,0944";"0,1174";"-0,0012"
"5,7000";"0,0952";"0,1202";"-0,0012"
"5,7500";"0,0958";"0,1218";"-0,0013"
"5,8000";"0,0966";"0,1240";"-0,0011"
"5,8500";"0,0976";"0,1277";"-0,0014"
"5,9000";"0,0985";"0,1312";"-0,0011"
"5,9500";"0,0992";"0,1334";"-0,0016"
"6,0000";"0,0999";"0,1355";"-0,0013"
"6,0500";"0,1009";"0,1387";"-0,0014"
"6,1000";"0,1019";"0,1427";"-0,0013"
"6,1500";"0,1025";"0,1443";"-0,0012"
"6,2000";"0,1032";"0,1468";"-0,0015"
"6,2500";"0,1041";"0,1497";"-0,0014"
"6,3000";"0,1052";"0,1535";"-0,0012"
"6,3500";"0,1059";"0,1572";"-0,0015"
"6,4000";"0,1065";"0,1593";"-0,0014"
"6,4500";"0,1074";"0,1628";"-0,0012"
"6,5000";"0,1085";"0,1662";"-0,0015"
"6,5500";"0,1092";"0,1690";"-0,0012"
"6,6000";"0,1099";"0,1715";"-0,0012"
"6,6500";"0,1107";"0,1754";"-0,0016"
"6,7000";"0,1118";"0,1794";"-0,0015"
"6,7500";"0,1127";"0,1835";"-0,0013"
"6,8000";"0,1133";"0,1868";"-0,0015"
"6,8500";"0,1140";"0,1898";"-0,0012"
"6,9000";"0,1151";"0,1929";"-0,0014"
"6,9500";"0,1160";"0,1983";"-0,0014"
"7,0000";"0,1167";"0,2014";"-0,0013"
"7,0500";"0,1174";"0,2053";"-0,0013"
"7,1000";"0,1184";"0,2099";"-0,0013"
"7,1500";"0,1194";"0,2150";"-0,0011"
"7,2000";"0,1201";"0,2187";"-0,0014"
"7,2500";"0,1208";"0,2216";"-0,0015"
"7,3000";"0,1218";"0,2244";"-0,0010"
"7,3500";"0,1227";"0,2291";"-0,0017"
"7,4000";"0,1235";"0,2329";"-0,0012"
"7,4500";"0,1241";"0,2349";"-0,0013"
"7,5000";"0,1250";"0,2389";"-0,0016"
"7,5500";"0,1260";"0,2431";"-0,0012"
"7,6000";"0,1268";"0,2468";"-0,0011"
"7,6500";"0,1274";"0,2491";"-0,0017"
"7,7000";"0,1282";"0,2512";"-0,0015"
"7,7500";"0,1293";"0,2551";"-0,0010"
"7,8000";"0,1301";"0,2590";"-0,0017"
"7,8500";"0,1308";"0,2615";"-0,0014"
"7,9000";"0,1315";"0,2645";"-0,0013"
"7,9500";"0,1326";"0,2686";"-0,0018"
"8,0000";"0,1335";"0,2720";"-0,0012"
"8,0500";"0,1342";"0,2742";"-0,0013"
"8,1000";"0,1348";"0,2769";"-0,0016"
"8,1500";"0,1358";"0,2803";"-0,0015"
"8,2000";"0,1368";"0,2852";"-0,0014"
"8,2500";"0,1375";"0,2886";"-0,0016"
"8,3000";"0,1382";"0,2913";"-0,0015"
"8,3500";"0,1391";"0,2946";"-0,0013"
"8,4000";"0,1402";"0,2997";"-0,0017"
"8,4500";"0,1409";"0,3019";"-0,0014"
"8,5000";"0,1416";"0,3047";"-0,0015"
"8,5500";"0,1424";"0,3082";"-0,0014"
"8,6000";"0,1435";"0,3135";"-0,0013"
"8,6500";"0,1443";"0,3178";"-0,0015"
"8,7000";"0,1449";"0,3203";"-0,0014"
"8,7500";"0,1457";"0,3240";"-0,0015"
"8,8000";"0,1468";"0,3278";"-0,0013"
"8,8500";"0,1477";"0,3323";"-0,0015"
"8,9000";"0,1484";"0,3350";"-0,0014"
"8,9500";"0,1491";"0,3382";"-0,0013"
"9,0000";"0,1501";"0,3427";"-0,0015"
"9,0500";"0,1511";"0,3479";"-0,0012"
"9,1000";"0,1517";"0,3508";"-0,0014"
"9,1500";"0,1524";"0,3535";"-0,0013"
"9,2000";"0,1534";"0,3565";"-0,0015"
"9,2500";"0,1544";"0,3618";"-0,0011"
"9,3000";"0,1551";"0,3651";"-0,0014"
"9,3500";"0,1558";"0,3676";"-0,0016"
"9,4000";"0,1567";"0,3710";"-0,0012"
"9,4500";"0,1577";"0,3760";"-0,0015"
"9,5000";"0,1585";"0,3797";"-0,0013"
"9,5500";"0,1591";"0,3816";"-0,0012"
"9,6000";"0,1600";"0,3834";"-0,0013"
"9,6500";"0,1610";"0,3881";"-0,0014"
"9,7000";"0,1618";"0,3924";"-0,0014"
"9,7500";"0,1624";"0,3946";"-0,0011"
"9,8000";"0,1632";"0,3973";"-0,0016"
"9,8500";"0,1642";"0,4011";"-0,0012"
"9,9000";"0,1651";"0,4055";"-0,0014"
"9,9500";"0,1658";"0,4070";"-0,0013"
"10,0000";"0,1665";"0,4085";"-0,0013"
"10,0500";"0,1675";"0,4125";"-0,0016"
"10,1000";"0,1685";"0,4165";"-0,0014"
"10,1500";"0,1692";"0,4193";"-0,0013"
"10,2000";"0,1699";"0,4217";"-0,0014"
"10,2500";"0,1708";"0,4248";"-0,0014"
"10,3000";"0,1718";"0,4284";"-0,0014"
"10,3500";"0,1726";"0,4309";"-0,0015"
"10,4000";"0,1732";"0,4332";"-0,0016"
"10,4500";"0,1741";"0,4360";"-0,0012"
"10,5000";"0,1752";"0,4412";"-0,0015"
"10,5500";"0,1759";"0,4442";"-0,0011"
"10,6000";"0,1766";"0,4459";"-0,0014"
"10,6500";"0,1774";"0,4486";"-0,0014"
"10,7000";"0,1785";"0,4518";"-0,0013"
"10,7500";"0,1793";"0,4557";"-0,0013"
"10,8000";"0,1800";"0,4575";"-0,0013"
"10,8500";"0,1807";"0,4601";"-0,0015"
"10,9000";"0,1818";"0,4643";"-0,0011"
"10,9500";"0,1827";"0,4689";"-0,0015"
"11,0000";"0,1834";"0,4710";"-0,0014"
"11,0500";"0,1841";"0,4728";"-0,0013"
"11,1000";"0,1851";"0,4761";"-0,0011"
"11,1500";"0,1861";"0,4806";"-0,0013"
"11,2000";"0,1867";"0,4831";"-0,0014"
"11,2500";"0,1874";"0,4848";"-0,0014"
"11,3000";"0,1883";"0,4881";"-0,0015"
"11,3500";"0,1894";"0,4928";"-0,0013"
"11,4000";"0,1901";"0,4960";"-0,0013"
"11,4500";"0,1908";"0,4977";"-0,0014"
"11,5000";"0,1916";"0,4998";"-0,0014"
"11,5500";"0,1926";"0,5046";"-0,0015"
"11,6000";"0,1935";"0,5088";"-0,0014"
"11,6500";"0,1941";"0,5104";"-0,0014"
"11,7000";"0,1949";"0,5131";"-0,0014"
"11,7500";"0,1959";"0,5178";"-0,0014"
"11,8000";"0,1968";"0,5223";"-0,0015"
"11,8500";"0,1974";"0,5241";"-0,0014"
"11,9000";"0,1982";"0,5247";"-0,0014"
"11,9500";"0,1991";"0,5287";"-0,0012"
"12,0000";"0,2001";"0,5346";"-0,0014"
"12,0500";"0,2008";"0,5377";"-0,0014"
"12,1000";"0,2016";"0,5390";"-0,0015"
"12,1500";"0,2025";"0,5427";"-0,0015"
"12,2000";"0,2035";"0,5482";"-0,0014"
"12,2500";"0,2042";"0,5511";"-0,0014"
"12,3000";"0,2049";"0,5522";"-0,0016"
"12,3500";"0,2058";"0,5550";"-0,0016"
"12,4000";"0,2068";"0,5606";"-0,0014"
"12,4500";"0,2076";"0,5646";"-0,0017"
"12,5000";"0,2083";"0,5663";"-0,0015"
"12,5500";"0,2091";"0,5689";"-0,0013"
"12,6000";"0,2102";"0,5744";"-0,0016"
"12,6500";"0,2110";"0,5788";"-0,0014"
"12,7000";"0,2117";"0,5797";"-0,0016"
"12,7500";"0,2124";"0,5817";"-0,0014"
"12,8000";"0,2135";"0,5868";"-0,0015"
"12,8500";"0,2144";"0,5918";"-0,0013"
"12,9000";"0,2151";"0,5938";"-0,0015"
"12,9500";"0,2158";"0,5957";"-0,0016"
"13,0000";"0,2167";"0,5997";"-0,0013"
"13,0500";"0,2177";"0,6042";"-0,0016"
"13,1000";"0,2184";"0,6062";"-0,0012"
"13,1500";"0,2191";"0,6077";"-0,0014"
"13,2000";"0,2200";"0,6108";"-0,0014"
"13,2500";"0,2210";"0,6168";"-0,0015"
"13,3000";"0,2217";"0,6196";"-0,0012"
"13,3500";"0,2224";"0,6203";"-0,0015"
"13,4000";"0,2232";"0,6224";"-0,0017"
"13,4500";"0,2243";"0,6270";"-0,0012"
"13,5000";"0,2251";"0,6317";"-0,0013"
"13,5500";"0,2258";"0,6319";"-0,0015"
"13,6000";"0,2265";"0,6338";"-0,0013"
"13,6500";"0,2276";"0,6392";"-0,0015"
"13,7000";"0,2285";"0,6444";"-0,0014"
"13,7500";"0,2291";"0,6447";"-0,0013"
"13,8000";"0,2299";"0,6451";"-0,0014"
"13,8500";"0,2308";"0,6488";"-0,0015"
"13,9000";"0,2318";"0,6545";"-0,0014"
"13,9500";"0,2325";"0,6560";"-0,0012"
"14,0000";"0,2332";"0,6561";"-0,0016"
"14,0500";"0,2341";"0,6593";"-0,0012"
"14,1000";"0,2351";"0,6651";"-0,0013"
"14,1500";"0,2359";"0,6679";"-0,0012"
"14,2000";"0,2365";"0,6683";"-0,0012"
"14,2500";"0,2374";"0,6690";"-0,0013"
"14,3000";"0,2385";"0,6747";"-0,0013"
"14,3500";"0,2393";"0,6785";"-0,0012"
"14,4000";"0,2399";"0,6792";"-0,0012"
"14,4500";"0,2408";"0,6809";"-0,0013"
"14,5000";"0,2418";"0,6858";"-0,0011"
"14,5500";"0,2427";"0,6901";"-0,0014"
"14,6000";"0,2433";"0,6899";"-0,0015"
"14,6500";"0,2441";"0,6904";"-0,0011"
"14,7000";"0,2452";"0,6955";"-0,0014"
"14,7500";"0,2460";"0,7007";"-0,0014"
"14,8000";"0,2467";"0,7011";"-0,0013"
"14,8500";"0,2474";"0,7016";"-0,0012"
"14,9000";"0,2485";"0,7060";"-0,0016"
"14,9500";"0,2494";"0,7116";"-0,0011"
"15,0000";"0,2501";"0,7122";"-0,0011"
"15,0500";"0,2507";"0,7109";"-0,0014"
"15,1000";"0,2517";"0,7140";"-0,0010"
"15,1500";"0,2527";"0,7206";"-0,0013"
"15,2000";"0,2534";"0,7229";"-0,0013"
"15,2500";"0,2540";"0,7226";"-0,0011"
"15,3000";"0,2549";"0,7243";"-0,0011"
"15,3500";"0,2560";"0,7307";"-0,0012"
"15,4000";"0,2568";"0,7341";"-0,0014"
"15,4500";"0,2575";"0,7334";"-0,0010"
"15,5000";"0,2582";"0,7343";"-0,0013"
"15,5500";"0,2592";"0,7398";"-0,0011"
"15,6000";"0,2601";"0,7446";"-0,0014"
"15,6500";"0,2608";"0,7443";"-0,0011"
"15,7000";"0,2615";"0,7452";"-0,0012"
"15,7500";"0,2625";"0,7498";"-0,0011"
"15,8000";"0,2635";"0,7549";"-0,0010"
"15,8500";"0,2642";"0,7551";"-0,0013"
"15,9000";"0,2649";"0,7555";"-0,0012"
"15,9500";"0,2658";"0,7592";"-0,0011"
"16,0000";"0,2669";"0,7655";"-0,0013"
"16,0500";"0,2675";"0,7667";"-0,0011"
"16,1000";"0,2682";"0,7664";"-0,0012"
"16,1500";"0,2691";"0,7689";"-0,0012"
"16,2000";"0,2702";"0,7748";"-0,0010"
"16,2500";"0,2710";"0,7782";"-0,0009"
"16,3000";"0,2716";"0,7774";"-0,0011"
"16,3500";"0,2725";"0,7792";"-0,0009"
"16,4000";"0,2735";"0,7851";"-0,0010"
"16,4500";"0,2743";"0,7887";"-0,0013"
"16,5000";"0,2750";"0,7881";"-0,0010"
"16,5500";"0,2758";"0,7886";"-0,0010"
"16,6000";"0,2768";"0,7934";"-0,0006"
"16,6500";"0,2777";"0,7986";"-0,0005"
"16,7000";"0,2783";"0,7979";"-0,0004"
"16,7500";"0,2791";"0,7989";"-0,0003"
"16,8000";"0,2801";"0,8037";"-0,0004"
"16,8500";"0,2810";"0,8097";"-0,0003"
"16,9000";"0,2817";"0,8100";"-0,0005"
"16,9500";"0,2824";"0,8088";"-0,0001"
"17,0000";"0,2834";"0,8128";"-0,0004"
"17,0500";"0,2844";"0,8194";"-0,0003"
"17,1000";"0,2851";"0,8207";"-0,0001"
"17,1500";"0,2857";"0,8194";"-0,0004"
"17,2000";"0,2866";"0,8224";"-0,0003"
"17,2500";"0,2877";"0,8297";"-0,0003"
"17,3000";"0,2884";"0,8321";"-0,0002"
"17,3500";"0,2890";"0,8301";"-0,0005"
"17,4000";"0,2899";"0,8314";"-0,0002"
"17,4500";"0,2910";"0,8382";"-0,0003"
"17,5000";"0,2918";"0,8428";"-0,0003"
"17,5500";"0,2924";"0,8416";"-0,0002"
"17,6000";"0,2932";"0,8426";"-0,0003"
"17,6500";"0,2943";"0,8484";"-0,0002"
"17,7000";"0,2951";"0,8539";"-0,0003"
"17,7500";"0,2958";"0,8528";"-0,0002"
"17,8000";"0,2965";"0,8528";"-0,0004"
"17,8500";"0,2975";"0,8569";"-0,0003"
"17,9000";"0,2985";"0,8643";"0,0002"
"17,9500";"0,2992";"0,8649";"-0,0001"
"18,0000";"0,2999";"0,8642";"-0,0001"
"18,0500";"0,3008";"0,8678";"-0,0001"
"18,1000";"0,3019";"0,8745";"-0,0001"
"18,1500";"0,3026";"0,8756";"-0,0001"
"18,2000";"0,3033";"0,8749";"-0,0003"
"18,2500";"0,3042";"0,8777";"-0,0001"
"18,3000";"0,3052";"0,8842";"-0,0002"
"18,3500";"0,3060";"0,8877";"0,0000"
"18,4000";"0,3066";"0,8864";"-0,0003"
"18,4500";"0,3075";"0,8879";"-0,0002"
"18,5000";"0,3085";"0,8942";"-0,0001"
"18,5500";"0,3094";"0,8979";"0,0000"
"18,6000";"0,3100";"0,8974";"-0,0001"
"18,6500";"0,3108";"0,8981";"-0,0001"
"18,7000";"0,3118";"0,9039";"0,0002"
"18,7500";"0,3127";"0,9092";"-0,0002"
"18,8000";"0,3133";"0,9090";"0,0002"
"18,8500";"0,3141";"0,9091";"0,0000"
"18,9000";"0,3151";"0,9119";"-0,0003"
"18,9500";"0,3160";"0,9192";"0,0001"
"19,0000";"0,3167";"0,9204";"-0,0002"
"19,0500";"0,3174";"0,9204";"-0,0001"
"19,1000";"0,3183";"0,9238";"0,0000"
"19,1500";"0,3193";"0,9310";"0,0002"
"19,2000";"0,3201";"0,9329";"0,0000"
"19,2500";"0,3207";"0,9323";"0,0002"
"19,3000";"0,3216";"0,9328";"0,0003"
"19,3500";"0,3226";"0,9397";"-0,0002"
"19,4000";"0,3234";"0,9443";"0,0005"
"19,4500";"0,3240";"0,9440";"0,0002"
"19,5000";"0,3249";"0,9452";"0,0000"
"19,5500";"0,3260";"0,9516";"0,0004"
"19,6000";"0,3268";"0,9570";"0,0003"
"19,6500";"0,3274";"0,9561";"0,0003"
"19,7000";"0,3282";"0,9559";"0,0001"
"19,7500";"0,3292";"0,9614";"0,0006"
"19,8000";"0,3301";"0,9683";"0,0002"
"19,8500";"0,3308";"0,9687";"0,0002"
"19,9000";"0,3315";"0,9684";"0,0005"
"19,9500";"0,3326";"0,9734";"0,0002"
"20,0000";"0,3336";"0,9804";"0,0005"
"20,0500";"0,3342";"0,9807";"0,0005"
"20,1000";"0,3349";"0,9801";"0,0005"
"20,1500";"0,3358";"0,9835";"0,0006"
"20,2000";"0,3369";"0,9910";"0,0007"
"20,2500";"0,3376";"0,9934";"0,0005"
"20,3000";"0,3383";"0,9928";"0,0005"
"20,3500";"0,3391";"0,9953";"0,0008"
"20,4000";"0,3402";"1,0024";"0,0005"
"20,4500";"0,3410";"1,0052";"0,0007"
"20,5000";"0,3416";"1,0042";"0,0008"
"20,5500";"0,3425";"1,0052";"0,0005"
"20,6000";"0,3435";"1,0117";"0,0007"
"20,6500";"0,3443";"1,0172";"0,0010"
"20,7000";"0,3450";"1,0166";"0,0006"
"20,7500";"0,3457";"1,0173";"0,0007"
"20,8000";"0,3467";"1,0211";"0,0010"
"20,8500";"0,3477";"1,0278";"0,0006"
"20,9000";"0,3483";"1,0288";"0,0008"
"20,9500";"0,3491";"1,0284";"0,0011"
"21,0000";"0,3500";"1,0325";"0,0007"
"21,0500";"0,3510";"1,0394";"0,0010"
"21,1000";"0,3517";"1,0415";"0,0010"
"21,1500";"0,3524";"1,0409";"0,0009"
"21,2000";"0,3533";"1,0425";"0,0009"
"21,2500";"0,3543";"1,0495";"0,0014"
"21,3000";"0,3551";"1,0537";"0,0009"
"21,3500";"0,3557";"1,0535";"0,0009"
"21,4000";"0,3566";"1,0549";"0,0014"
"21,4500";"0,3576";"1,0610";"0,0008"
"21,5000";"0,3584";"1,0660";"0,0013"
"21,5500";"0,3591";"1,0657";"0,0012"
"21,6000";"0,3599";"1,0659";"0,0009"
"21,6500";"0,3609";"1,0721";"0,0014"
"21,7000";"0,3618";"1,0781";"0,0013"
"21,7500";"0,3625";"1,0785";"0,0013"
"21,8000";"0,3632";"1,0789";"0,0012"
"21,8500";"0,3642";"1,0842";"0,0015"
"21,9000";"0,3652";"1,0911";"0,0014"
"21,9500";"0,3659";"1,0919";"0,0014"
"22,0000";"0,3666";"1,0905";"0,0016"
"22,0500";"0,3675";"1,0935";"0,0014"
"22,1000";"0,3686";"1,1015";"0,0014"
"22,1500";"0,3693";"1,1042";"0,0015"
"22,2000";"0,3700";"1,1040";"0,0015"
"22,2500";"0,3708";"1,1064";"0,0016"
"22,3000";"0,3719";"1,1137";"0,0019"
"22,3500";"0,3726";"1,1157";"0,0016"
"22,4000";"0,3733";"1,1154";"0,0015"
"22,4500";"0,3741";"1,1165";"0,0017"
"22,5000";"0,3752";"1,1235";"0,0016"
"22,5500";"0,3760";"1,1285";"0,0016"
"22,6000";"0,3767";"1,1284";"0,0017"
"22,6500";"0,3774";"1,1290";"0,0019"
"22,7000";"0,3784";"1,1340";"0,0017"
"22,7500";"0,3793";"1,1404";"0,0017"
"22,8000";"0,3800";"1,1410";"0,0018"
"22,8500";"0,3807";"1,1407";"0,0015"
"22,9000";"0,3816";"1,1447";"0,0021"
"22,9500";"0,3826";"1,1518";"0,0019"
"23,0000";"0,3833";"1,1539";"0,0019"
"23,0500";"0,3840";"1,1533";"0,0022"
"23,1000";"0,3849";"1,1559";"0,0019"
"23,1500";"0,3860";"1,1623";"0,0021"
"23,2000";"0,3868";"1,1672";"0,0020"
"23,2500";"0,3874";"1,1662";"0,0021"
"23,3000";"0,3883";"1,1677";"0,0018"
"23,3500";"0,3893";"1,1743";"0,0021"
"23,4000";"0,3901";"1,1794";"0,0021"
"23,4500";"0,3908";"1,1794";"0,0021"
"23,5000";"0,3916";"1,1797";"0,0024"
"23,5500";"0,3926";"1,1852";"0,0021"
"23,6000";"0,3935";"1,1919";"0,0024"
"23,6500";"0,3942";"1,1928";"0,0021"
"23,7000";"0,3949";"1,1930";"0,0023"
"23,7500";"0,3960";"1,1977";"0,0023"
"23,8000";"0,3969";"1,2045";"0,0024"
"23,8500";"0,3976";"1,2062";"0,0025"
"23,9000";"0,3982";"1,2046";"0,0022"
"23,9500";"0,3992";"1,2079";"0,0025"
"24,0000";"0,4002";"1,2162";"0,0023"
"24,0500";"0,4009";"1,2187";"0,0026"
"24,1000";"0,4016";"1,2184";"0,0022"
"24,1500";"0,4025";"1,2206";"0,0022"
"24,2000";"0,4036";"1,2278";"0,0024"
"24,2500";"0,4043";"1,2311";"0,0024"
"24,3000";"0,4050";"1,2298";"0,0026"
"24,3500";"0,4057";"1,2310";"0,0022"
"24,4000";"0,4068";"1,2378";"0,0025"
"24,4500";"0,4076";"1,2439";"0,0027"
"24,5000";"0,4083";"1,2435";"0,0026"
"24,5500";"0,4090";"1,2436";"0,0025"
"24,6000";"0,4101";"1,2494";"0,0026"
"24,6500";"0,4110";"1,2567";"0,0028"
"24,7000";"0,4117";"1,2569";"0,0025"
"24,7500";"0,4123";"1,2561";"0,0029"
"24,8000";"0,4133";"1,2598";"0,0028"
"24,8500";"0,4143";"1,2683";"0,0027"
"24,9000";"0,4150";"1,2703";"0,0030"
"24,9500";"0,4157";"1,2697";"0,0026"
"25,0000";"0,4165";"1,2719";"0,0026"
"25,0500";"0,4176";"1,2800";"0,0029"
"25,1000";"0,4184";"1,2835";"0,0031"
"25,1500";"0,4190";"1,2821";"0,0027"
"25,2000";"0,4198";"1,2842";"0,0029"
"25,2500";"0,4209";"1,2914";"0,0030"
"25,3000";"0,4218";"1,2974";"0,0027"
"25,3500";"0,4224";"1,2965";"0,0032"
"25,4000";"0,4232";"1,2969";"0,0029"
"25,4500";"0,4242";"1,3030";"0,0029"
"25,5000";"0,4252";"1,3098";"0,0030"
"25,5500";"0,4258";"1,3102";"0,0030"
"25,6000";"0,4266";"1,3102";"0,0029"
"25,6500";"0,4276";"1,3156";"0,0033"
"25,7000";"0,4285";"1,3231";"0,0032"
"25,7500";"0,4292";"1,3236";"0,0029"
"25,8000";"0,4299";"1,3222";"0,0034"
"25,8500";"0,4309";"1,3263";"0,0030"
"25,9000";"0,4319";"1,3346";"0,0029"
"25,9500";"0,4326";"1,3367";"0,0034"
"26,0000";"0,4333";"1,3358";"0,0032"
"26,0500";"0,4342";"1,3389";"0,0033"
"26,1000";"0,4352";"1,3473";"0,0034"
"26,1500";"0,4359";"1,3507";"0,0033"
"26,2000";"0,4366";"1,3492";"0,0032"
"26,2500";"0,4374";"1,3506";"0,0036"
"26,3000";"0,4385";"1,3572";"0,0034"
"26,3500";"0,4393";"1,3633";"0,0033"
"26,4000";"0,4400";"1,3626";"0,0035"
"26,4500";"0,4407";"1,3627";"0,0033"
"26,5000";"0,4418";"1,3692";"0,0036"
"26,5500";"0,4426";"1,3771";"0,0035"
"26,6000";"0,4433";"1,3769";"0,0037"
"26,6500";"0,4440";"1,3752";"0,0034"
"26,7000";"0,4450";"1,3799";"0,0038"
