Tabela Resultados 1
;Operador ;Diâmetro;Comprimento;Comprimento final
;;(mm);(mm);(mm)
3;"Operador ";"8,40";"50,00";"58,90"
Tempo;Deslocamento;Força;Deformação à tração (Extensômetro)
(s);(mm);(kN);(%)
"0,0000";"0,0000";"0,0004";"-0,0006"
"0,0500";"0,0000";"0,0007";"-0,0003"
"0,1000";"0,0001";"0,0004";"-0,0006"
"0,1500";"0,0004";"0,0006";"-0,0003"
"0,2000";"0,0011";"0,0031";"-0,0003"
"0,2500";"0,0022";"0,0070";"-0,0005"
"0,3000";"0,0038";"0,0109";"-0,0008"
"0,3500";"0,0051";"0,0135";"-0,0014"
"0,4000";"0,0062";"0,0177";"-0,0014"
"0,4500";"0,0074";"0,0219";"-0,0016"
"0,5000";"0,0082";"0,0235";"-0,0018"
"0,5500";"0,0089";"0,0246";"-0,0013"
"0,6000";"0,0099";"0,0263";"-0,0019"
"0,6500";"0,0110";"0,0279";"-0,0015"
"0,7000";"0,0116";"0,0270";"-0,0015"
"0,7500";"0,0123";"0,0282";"-0,0015"
"0,8000";"0,0132";"0,0295";"-0,0012"
"0,8500";"0,0143";"0,0309";"-0,0016"
"0,9000";"0,0150";"0,0317";"-0,0014"
"0,9500";"0,0157";"0,0321";"-0,0011"
"1,0000";"0,0165";"0,0331";"-0,0013"
"1,0500";"0,0176";"0,0345";"-0,0011"
"1,1000";"0,0185";"0,0351";"-0,0006"
"1,1500";"0,0191";"0,0356";"-0,0008"
"1,2000";"0,0199";"0,0365";"-0,0006"
"1,2500";"0,0209";"0,0381";"-0,0006"
"1,3000";"0,0218";"0,0395";"-0,0005"
"1,3500";"0,0224";"0,0398";"-0,0005"
"1,4000";"0,0232";"0,0405";"-0,0004"
"1,4500";"0,0242";"0,0416";"-0,0006"
"1,5000";"0,0252";"0,0424";"-0,0003"
"1,5500";"0,0258";"0,0430";"-0,0006"
"1,6000";"0,0265";"0,0435";"-0,0002"
"1,6500";"0,0275";"0,0442";"-0,0003"
"1,7000";"0,0285";"0,0457";"0,0001"
"1,7500";"0,0292";"0,0456";"-0,0004"
"1,8000";"0,0298";"0,0461";"0,0002"
"1,8500";"0,0307";"0,0456";"-0,0002"
"1,9000";"0,0318";"0,0467";"0,0001"
"1,9500";"0,0325";"0,0469";"0,0000"
"2,0000";"0,0332";"0,0473";"0,0003"
"2,0500";"0,0340";"0,0479";"-0,0001"
"2,1000";"0,0351";"0,0486";"0,0002"
"2,1500";"0,0359";"0,0493";"0,0003"
"2,2000";"0,0366";"0,0490";"0,0005"
"2,2500";"0,0373";"0,0499";"0,0004"
"2,3000";"0,0384";"0,0508";"0,0006"
"2,3500";"0,0393";"0,0509";"0,0006"
"2,4000";"0,0399";"0,0511";"0,0009"
"2,4500";"0,0406";"0,0514";"0,0004"
"2,5000";"0,0416";"0,0526";"0,0009"
"2,5500";"0,0426";"0,0527";"0,0007"
"2,6000";"0,0433";"0,0533";"0,0008"
"2,6500";"0,0440";"0,0531";"0,0009"
"2,7000";"0,0449";"0,0539";"0,0006"
"2,7500";"0,0460";"0,0549";"0,0008"
"2,8000";"0,0467";"0,0553";"0,0010"
"2,8500";"0,0474";"0,0551";"0,0008"
"2,9000";"0,0483";"0,0562";"0,0013"
"2,9500";"0,0493";"0,0558";"0,0010"
"3,0000";"0,0501";"0,0560";"0,0011"
"3,0500";"0,0508";"0,0563";"0,0011"
"3,1000";"0,0516";"0,0567";"0,0010"
"3,1500";"0,0527";"0,0576";"0,0011"
"3,2000";"0,0535";"0,0580";"0,0015"
"3,2500";"0,0541";"0,0574";"0,0010"
"3,3000";"0,0549";"0,0586";"0,0014"
"3,3500";"0,0559";"0,0595";"0,0011"
"3,4000";"0,0568";"0,0599";"0,0013"
"3,4500";"0,0574";"0,0598";"0,0016"
"3,5000";"0,0582";"0,0600";"0,0013"
"3,5500";"0,0591";"0,0607";"0,0017"
"3,6000";"0,0601";"0,0616";"0,0019"
"3,6500";"0,0608";"0,0612";"0,0020"
"3,7000";"0,0615";"0,0617";"0,0023"
"3,7500";"0,0624";"0,0623";"0,0018"
"3,8000";"0,0634";"0,0633";"0,0023"
"3,8500";"0,0642";"0,0629";"0,0021"
"3,9000";"0,0648";"0,0631";"0,0020"
"3,9500";"0,0657";"0,0634";"0,0023"
"4,0000";"0,0667";"0,0635";"0,0021"
"4,0500";"0,0675";"0,0642";"0,0022"
"4,1000";"0,0682";"0,0632";"0,0022"
"4,1500";"0,0690";"0,0631";"0,0022"
"4,2000";"0,0701";"0,0637";"0,0023"
"4,2500";"0,0709";"0,0638";"0,0024"
"4,3000";"0,0716";"0,0642";"0,0023"
"4,3500";"0,0723";"0,0641";"0,0025"
"4,4000";"0,0734";"0,0647";"0,0022"
"4,4500";"0,0743";"0,0648";"0,0025"
"4,5000";"0,0750";"0,0648";"0,0024"
"4,5500";"0,0757";"0,0648";"0,0025"
"4,6000";"0,0767";"0,0655";"0,0023"
"4,6500";"0,0777";"0,0657";"0,0026"
"4,7000";"0,0784";"0,0655";"0,0024"
"4,7500";"0,0790";"0,0653";"0,0028"
"4,8000";"0,0800";"0,0659";"0,0022"
"4,8500";"0,0810";"0,0666";"0,0028"
"4,9000";"0,0817";"0,0664";"0,0026"
"4,9500";"0,0824";"0,0665";"0,0027"
"5,0000";"0,0833";"0,0671";"0,0024"
"5,0500";"0,0843";"0,0675";"0,0027"
"5,1000";"0,0851";"0,0672";"0,0026"
"5,1500";"0,0858";"0,0674";"0,0029"
"5,2000";"0,0865";"0,0674";"0,0026"
"5,2500";"0,0876";"0,0675";"0,0031"
"5,3000";"0,0885";"0,0666";"0,0026"
"5,3500";"0,0891";"0,0669";"0,0030"
"5,4000";"0,0899";"0,0669";"0,0027"
"5,4500";"0,0908";"0,0677";"0,0028"
"5,5000";"0,0918";"0,0679";"0,0029"
"5,5500";"0,0925";"0,0679";"0,0030"
"5,6000";"0,0932";"0,0680";"0,0028"
"5,6500";"0,0941";"0,0677";"0,0032"
"5,7000";"0,0951";"0,0685";"0,0028"
"5,7500";"0,0958";"0,0682";"0,0031"
"5,8000";"0,0965";"0,0685";"0,0028"
"5,8500";"0,0973";"0,0688";"0,0030"
"5,9000";"0,0984";"0,0695";"0,0030"
"5,9500";"0,0992";"0,0693";"0,0028"
"6,0000";"0,0999";"0,0691";"0,0030"
"6,0500";"0,1007";"0,0695";"0,0031"
"6,1000";"0,1017";"0,0699";"0,0029"
"6,1500";"0,1025";"0,0699";"0,0032"
"6,2000";"0,1032";"0,0700";"0,0032"
"6,2500";"0,1040";"0,0701";"0,0031"
"6,3000";"0,1050";"0,0705";"0,0031"
"6,3500";"0,1059";"0,0706";"0,0031"
"6,4000";"0,1066";"0,0696";"0,0032"
"6,4500";"0,1074";"0,0701";"0,0032"
"6,5000";"0,1084";"0,0701";"0,0033"
"6,5500";"0,1093";"0,0704";"0,0030"
"6,6000";"0,1100";"0,0703";"0,0032"
"6,6500";"0,1107";"0,0702";"0,0034"
"6,7000";"0,1116";"0,0706";"0,0033"
"6,7500";"0,1127";"0,0710";"0,0033"
"6,8000";"0,1134";"0,0707";"0,0032"
"6,8500";"0,1141";"0,0707";"0,0034"
"6,9000";"0,1150";"0,0713";"0,0033"
"6,9500";"0,1160";"0,0718";"0,0032"
"7,0000";"0,1167";"0,0718";"0,0037"
"7,0500";"0,1174";"0,0718";"0,0031"
"7,1000";"0,1182";"0,0722";"0,0034"
"7,1500";"0,1193";"0,0724";"0,0033"
"7,2000";"0,1201";"0,0722";"0,0035"
"7,2500";"0,1208";"0,0718";"0,0035"
"7,3000";"0,1215";"0,0725";"0,0035"
"7,3500";"0,1225";"0,0727";"0,0033"
"7,4000";"0,1234";"0,0727";"0,0035"
"7,4500";"0,1241";"0,0730";"0,0033"
"7,5000";"0,1249";"0,0728";"0,0037"
"7,5500";"0,1258";"0,0726";"0,0034"
"7,6000";"0,1268";"0,0725";"0,0036"
"7,6500";"0,1275";"0,0724";"0,0034"
"7,7000";"0,1282";"0,0725";"0,0036"
"7,7500";"0,1290";"0,0730";"0,0037"
"7,8000";"0,1301";"0,0736";"0,0035"
"7,8500";"0,1308";"0,0731";"0,0034"
"7,9000";"0,1315";"0,0732";"0,0038"
"7,9500";"0,1323";"0,0741";"0,0033"
"8,0000";"0,1334";"0,0743";"0,0038"
"8,0500";"0,1342";"0,0741";"0,0035"
"8,1000";"0,1349";"0,0743";"0,0036"
"8,1500";"0,1357";"0,0746";"0,0035"
"8,2000";"0,1367";"0,0748";"0,0035"
"8,2500";"0,1376";"0,0751";"0,0036"
"8,3000";"0,1383";"0,0750";"0,0035"
"8,3500";"0,1390";"0,0748";"0,0034"
"8,4000";"0,1401";"0,0757";"0,0040"
"8,4500";"0,1410";"0,0759";"0,0035"
"8,5000";"0,1417";"0,0758";"0,0037"
"8,5500";"0,1424";"0,0758";"0,0036"
"8,6000";"0,1433";"0,0759";"0,0036"
"8,6500";"0,1443";"0,0756";"0,0038"
"8,7000";"0,1451";"0,0755";"0,0037"
"8,7500";"0,1458";"0,0755";"0,0034"
"8,8000";"0,1466";"0,0753";"0,0039"
"8,8500";"0,1477";"0,0757";"0,0035"
"8,9000";"0,1484";"0,0758";"0,0039"
"8,9500";"0,1491";"0,0758";"0,0038"
"9,0000";"0,1499";"0,0758";"0,0040"
"9,0500";"0,1509";"0,0762";"0,0041"
"9,1000";"0,1518";"0,0762";"0,0042"
"9,1500";"0,1524";"0,0761";"0,0039"
"9,2000";"0,1531";"0,0764";"0,0041"
"9,2500";"0,1542";"0,0764";"0,0040"
"9,3000";"0,1551";"0,0772";"0,0040"
"9,3500";"0,1558";"0,0763";"0,0039"
"9,4000";"0,1565";"0,0769";"0,0041"
"9,4500";"0,1574";"0,0771";"0,0040"
"9,5000";"0,1584";"0,0772";"0,0040"
"9,5500";"0,1591";"0,0772";"0,0041"
"9,6000";"0,1598";"0,0773";"0,0041"
"9,6500";"0,1607";"0,0777";"0,0038"
"9,7000";"0,1618";"0,0778";"0,0044"
"9,7500";"0,1625";"0,0782";"0,0041"
"9,8000";"0,1632";"0,0783";"0,0040"
"9,8500";"0,1640";"0,0780";"0,0044"
"9,9000";"0,1651";"0,0782";"0,0037"
"9,9500";"0,1659";"0,0781";"0,0041"
"10,0000";"0,1666";"0,0782";"0,0042"
"10,0500";"0,1673";"0,0787";"0,0038"
"10,1000";"0,1684";"0,0791";"0,0044"
"10,1500";"0,1693";"0,0795";"0,0042"
"10,2000";"0,1700";"0,0794";"0,0041"
"10,2500";"0,1707";"0,0796";"0,0043"
"10,3000";"0,1717";"0,0800";"0,0040"
"10,3500";"0,1727";"0,0802";"0,0044"
"10,4000";"0,1733";"0,0798";"0,0040"
"10,4500";"0,1740";"0,0797";"0,0041"
"10,5000";"0,1750";"0,0802";"0,0041"
"10,5500";"0,1760";"0,0804";"0,0043"
"10,6000";"0,1767";"0,0802";"0,0041"
"10,6500";"0,1774";"0,0807";"0,0044"
"10,7000";"0,1783";"0,0812";"0,0041"
"10,7500";"0,1793";"0,0808";"0,0044"
"10,8000";"0,1801";"0,0808";"0,0040"
"10,8500";"0,1807";"0,0809";"0,0045"
"10,9000";"0,1816";"0,0811";"0,0043"
"10,9500";"0,1827";"0,0815";"0,0042"
"11,0000";"0,1834";"0,0816";"0,0042"
"11,0500";"0,1840";"0,0815";"0,0042"
"11,1000";"0,1848";"0,0818";"0,0041"
"11,1500";"0,1859";"0,0821";"0,0042"
"11,2000";"0,1868";"0,0808";"0,0042"
"11,2500";"0,1875";"0,0808";"0,0043"
"11,3000";"0,1881";"0,0810";"0,0041"
"11,3500";"0,1891";"0,0807";"0,0047"
"11,4000";"0,1901";"0,0814";"0,0041"
"11,4500";"0,1908";"0,0813";"0,0044"
"11,5000";"0,1914";"0,0813";"0,0040"
"11,5500";"0,1924";"0,0816";"0,0042"
"11,6000";"0,1935";"0,0817";"0,0044"
"11,6500";"0,1942";"0,0816";"0,0045"
"11,7000";"0,1949";"0,0818";"0,0042"
"11,7500";"0,1957";"0,0821";"0,0045"
"11,8000";"0,1968";"0,0824";"0,0043"
"11,8500";"0,1975";"0,0827";"0,0045"
"11,9000";"0,1982";"0,0821";"0,0044"
"11,9500";"0,1990";"0,0824";"0,0043"
"12,0000";"0,2001";"0,0829";"0,0042"
"12,0500";"0,2010";"0,0830";"0,0045"
"12,1000";"0,2016";"0,0827";"0,0041"
"12,1500";"0,2024";"0,0831";"0,0046"
"12,2000";"0,2034";"0,0833";"0,0044"
"12,2500";"0,2043";"0,0832";"0,0045"
"12,3000";"0,2050";"0,0835";"0,0042"
"12,3500";"0,2057";"0,0821";"0,0043"
"12,4000";"0,2067";"0,0821";"0,0040"
"12,4500";"0,2077";"0,0827";"0,0043"
"12,5000";"0,2083";"0,0825";"0,0042"
"12,5500";"0,2090";"0,0825";"0,0044"
"12,6000";"0,2100";"0,0828";"0,0043"
"12,6500";"0,2110";"0,0831";"0,0044"
"12,7000";"0,2117";"0,0831";"0,0042"
"12,7500";"0,2124";"0,0828";"0,0045"
"12,8000";"0,2132";"0,0830";"0,0041"
"12,8500";"0,2143";"0,0841";"0,0044"
"12,9000";"0,2151";"0,0834";"0,0044"
"12,9500";"0,2157";"0,0832";"0,0045"
"13,0000";"0,2165";"0,0833";"0,0042"
"13,0500";"0,2176";"0,0842";"0,0044"
"13,1000";"0,2184";"0,0836";"0,0044"
"13,1500";"0,2190";"0,0837";"0,0045"
"13,2000";"0,2198";"0,0839";"0,0044"
"13,2500";"0,2208";"0,0842";"0,0043"
"13,3000";"0,2217";"0,0845";"0,0046"
"13,3500";"0,2224";"0,0844";"0,0044"
"13,4000";"0,2231";"0,0846";"0,0045"
"13,4500";"0,2241";"0,0844";"0,0042"
"13,5000";"0,2251";"0,0838";"0,0045"
"13,5500";"0,2258";"0,0831";"0,0043"
"13,6000";"0,2264";"0,0839";"0,0046"
"13,6500";"0,2274";"0,0842";"0,0043"
"13,7000";"0,2285";"0,0844";"0,0047"
"13,7500";"0,2292";"0,0842";"0,0041"
"13,8000";"0,2299";"0,0845";"0,0047"
"13,8500";"0,2307";"0,0845";"0,0043"
"13,9000";"0,2318";"0,0850";"0,0045"
"13,9500";"0,2326";"0,0846";"0,0044"
"14,0000";"0,2333";"0,0850";"0,0046"
"14,0500";"0,2340";"0,0849";"0,0045"
"14,1000";"0,2351";"0,0849";"0,0047"
"14,1500";"0,2360";"0,0855";"0,0045"
"14,2000";"0,2366";"0,0851";"0,0046"
"14,2500";"0,2374";"0,0851";"0,0044"
"14,3000";"0,2384";"0,0857";"0,0045"
"14,3500";"0,2394";"0,0860";"0,0045"
"14,4000";"0,2400";"0,0853";"0,0047"
"14,4500";"0,2407";"0,0856";"0,0043"
"14,5000";"0,2416";"0,0861";"0,0047"
"14,5500";"0,2427";"0,0861";"0,0044"
"14,6000";"0,2433";"0,0856";"0,0047"
"14,6500";"0,2440";"0,0847";"0,0045"
"14,7000";"0,2449";"0,0851";"0,0045"
"14,7500";"0,2460";"0,0854";"0,0045"
"14,8000";"0,2467";"0,0854";"0,0047"
"14,8500";"0,2474";"0,0852";"0,0044"
"14,9000";"0,2482";"0,0853";"0,0046"
"14,9500";"0,2492";"0,0860";"0,0045"
"15,0000";"0,2501";"0,0857";"0,0046"
"15,0500";"0,2507";"0,0860";"0,0042"
"15,1000";"0,2515";"0,0862";"0,0047"
"15,1500";"0,2525";"0,0858";"0,0046"
"15,2000";"0,2534";"0,0866";"0,0044"
"15,2500";"0,2541";"0,0858";"0,0047"
"15,3000";"0,2548";"0,0862";"0,0044"
"15,3500";"0,2558";"0,0866";"0,0046"
"15,4000";"0,2568";"0,0864";"0,0045"
"15,4500";"0,2574";"0,0863";"0,0044"
"15,5000";"0,2581";"0,0866";"0,0045"
"15,5500";"0,2591";"0,0869";"0,0044"
"15,6000";"0,2601";"0,0872";"0,0045"
"15,6500";"0,2609";"0,0867";"0,0046"
"15,7000";"0,2615";"0,0870";"0,0043"
"15,7500";"0,2624";"0,0871";"0,0047"
"15,8000";"0,2635";"0,0866";"0,0045"
"15,8500";"0,2642";"0,0860";"0,0045"
"15,9000";"0,2649";"0,0859";"0,0046"
"15,9500";"0,2657";"0,0865";"0,0046"
"16,0000";"0,2668";"0,0867";"0,0046"
"16,0500";"0,2676";"0,0869";"0,0047"
"16,1000";"0,2683";"0,0868";"0,0045"
"16,1500";"0,2690";"0,0869";"0,0047"
"16,2000";"0,2701";"0,0874";"0,0047"
"16,2500";"0,2710";"0,0871";"0,0048"
"16,3000";"0,2717";"0,0866";"0,0043"
"16,3500";"0,2724";"0,0872";"0,0046"
"16,4000";"0,2734";"0,0869";"0,0046"
"16,4500";"0,2744";"0,0877";"0,0045"
"16,5000";"0,2750";"0,0873";"0,0046"
"16,5500";"0,2757";"0,0871";"0,0047"
"16,6000";"0,2766";"0,0876";"0,0045"
"16,6500";"0,2776";"0,0878";"0,0047"
"16,7000";"0,2783";"0,0875";"0,0044"
"16,7500";"0,2790";"0,0869";"0,0046"
"16,8000";"0,2798";"0,0880";"0,0046"
"16,8500";"0,2809";"0,0880";"0,0049"
"16,9000";"0,2817";"0,0878";"0,0048"
"16,9500";"0,2824";"0,0878";"0,0047"
"17,0000";"0,2832";"0,0872";"0,0044"
"17,0500";"0,2842";"0,0869";"0,0048"
"17,1000";"0,2851";"0,0869";"0,0046"
"17,1500";"0,2857";"0,0869";"0,0048"
"17,2000";"0,2865";"0,0871";"0,0045"
"17,2500";"0,2875";"0,0871";"0,0047"
"17,3000";"0,2884";"0,0878";"0,0045"
"17,3500";"0,2891";"0,0870";"0,0046"
"17,4000";"0,2898";"0,0871";"0,0043"
"17,4500";"0,2908";"0,0876";"0,0049"
"17,5000";"0,2918";"0,0878";"0,0047"
"17,5500";"0,2925";"0,0875";"0,0047"
"17,6000";"0,2932";"0,0872";"0,0047"
"17,6500";"0,2941";"0,0875";"0,0045"
"17,7000";"0,2951";"0,0878";"0,0046"
"17,7500";"0,2959";"0,0880";"0,0045"
"17,8000";"0,2966";"0,0878";"0,0044"
"17,8500";"0,2974";"0,0879";"0,0048"
"17,9000";"0,2985";"0,0879";"0,0044"
"17,9500";"0,2993";"0,0874";"0,0046"
"18,0000";"0,3000";"0,0881";"0,0046"
"18,0500";"0,3007";"0,0880";"0,0044"
"18,1000";"0,3018";"0,0880";"0,0046"
"18,1500";"0,3026";"0,0878";"0,0047"
"18,2000";"0,3033";"0,0867";"0,0044"
"18,2500";"0,3040";"0,0868";"0,0046"
"18,3000";"0,3050";"0,0872";"0,0045"
"18,3500";"0,3060";"0,0871";"0,0047"
"18,4000";"0,3066";"0,0871";"0,0045"
"18,4500";"0,3073";"0,0873";"0,0046"
"18,5000";"0,3083";"0,0876";"0,0044"
"18,5500";"0,3093";"0,0878";"0,0043"
"18,6000";"0,3100";"0,0873";"0,0045"
"18,6500";"0,3107";"0,0873";"0,0045"
"18,7000";"0,3115";"0,0876";"0,0045"
"18,7500";"0,3126";"0,0879";"0,0046"
"18,8000";"0,3133";"0,0878";"0,0043"
"18,8500";"0,3140";"0,0872";"0,0048"
"18,9000";"0,3148";"0,0875";"0,0045"
"18,9500";"0,3158";"0,0879";"0,0042"
"19,0000";"0,3167";"0,0881";"0,0045"
"19,0500";"0,3174";"0,0877";"0,0042"
"19,1000";"0,3182";"0,0875";"0,0046"
"19,1500";"0,3191";"0,0881";"0,0044"
"19,2000";"0,3201";"0,0882";"0,0044"
"19,2500";"0,3208";"0,0884";"0,0044"
"19,3000";"0,3215";"0,0877";"0,0047"
"19,3500";"0,3224";"0,0889";"0,0040"
"19,4000";"0,3234";"0,0879";"0,0046"
"19,4500";"0,3242";"0,0876";"0,0042"
"19,5000";"0,3249";"0,0877";"0,0045"
"19,5500";"0,3258";"0,0882";"0,0043"
"19,6000";"0,3268";"0,0884";"0,0045"
"19,6500";"0,3276";"0,0883";"0,0044"
"19,7000";"0,3282";"0,0884";"0,0046"
"19,7500";"0,3291";"0,0889";"0,0041"
"19,8000";"0,3301";"0,0888";"0,0045"
"19,8500";"0,3310";"0,0892";"0,0041"
"19,9000";"0,3316";"0,0887";"0,0045"
"19,9500";"0,3324";"0,0896";"0,0046"
"20,0000";"0,3334";"0,0896";"0,0043"
"20,0500";"0,3343";"0,0897";"0,0044"
"20,1000";"0,3350";"0,0898";"0,0044"
"20,1500";"0,3357";"0,0896";"0,0041"
"20,2000";"0,3367";"0,0900";"0,0046"
"20,2500";"0,3376";"0,0900";"0,0041"
"20,3000";"0,3383";"0,0904";"0,0045"
"20,3500";"0,3390";"0,0902";"0,0043"
"20,4000";"0,3399";"0,0909";"0,0043"
"20,4500";"0,3410";"0,0913";"0,0042"
"20,5000";"0,3417";"0,0900";"0,0042"
"20,5500";"0,3423";"0,0907";"0,0043"
"20,6000";"0,3432";"0,0912";"0,0043"
"20,6500";"0,3443";"0,0914";"0,0041"
"20,7000";"0,3450";"0,0916";"0,0046"
"20,7500";"0,3457";"0,0919";"0,0041"
"20,8000";"0,3465";"0,0923";"0,0044"
"20,8500";"0,3475";"0,0929";"0,0044"
"20,9000";"0,3484";"0,0934";"0,0040"
"20,9500";"0,3491";"0,0930";"0,0045"
"21,0000";"0,3498";"0,0933";"0,0041"
"21,0500";"0,3508";"0,0945";"0,0042"
"21,1000";"0,3518";"0,0947";"0,0043"
"21,1500";"0,3524";"0,0953";"0,0040"
"21,2000";"0,3532";"0,0956";"0,0046"
"21,2500";"0,3541";"0,0965";"0,0042"
"21,3000";"0,3551";"0,0970";"0,0040"
"21,3500";"0,3558";"0,0974";"0,0045"
"21,4000";"0,3565";"0,0978";"0,0040"
"21,4500";"0,3574";"0,0981";"0,0044"
"21,5000";"0,3585";"0,0988";"0,0044"
"21,5500";"0,3592";"0,0989";"0,0042"
"21,6000";"0,3599";"0,0993";"0,0043"
"21,6500";"0,3608";"0,0997";"0,0043"
"21,7000";"0,3618";"0,0994";"0,0043"
"21,7500";"0,3626";"0,0990";"0,0046"
"21,8000";"0,3633";"0,0990";"0,0038"
"21,8500";"0,3641";"0,0997";"0,0045"
"21,9000";"0,3651";"0,1004";"0,0040"
"21,9500";"0,3660";"0,1002";"0,0043"
"22,0000";"0,3666";"0,1004";"0,0043"
"22,0500";"0,3673";"0,1007";"0,0041"
"22,1000";"0,3684";"0,1008";"0,0041"
"22,1500";"0,3693";"0,1014";"0,0044"
"22,2000";"0,3700";"0,1015";"0,0038"
"22,2500";"0,3706";"0,1012";"0,0044"
"22,3000";"0,3716";"0,1014";"0,0038"
"22,3500";"0,3726";"0,1026";"0,0043"
"22,4000";"0,3734";"0,1022";"0,0039"
"22,4500";"0,3740";"0,1026";"0,0041"
"22,5000";"0,3749";"0,1029";"0,0042"
"22,5500";"0,3759";"0,1033";"0,0041"
"22,6000";"0,3767";"0,1030";"0,0040"
"22,6500";"0,3773";"0,1032";"0,0042"
"22,7000";"0,3782";"0,1040";"0,0038"
"22,7500";"0,3793";"0,1043";"0,0042"
"22,8000";"0,3801";"0,1046";"0,0040"
"22,8500";"0,3807";"0,1047";"0,0037"
"22,9000";"0,3815";"0,1045";"0,0038"
"22,9500";"0,3825";"0,1045";"0,0042"
"23,0000";"0,3835";"0,1048";"0,0039"
"23,0500";"0,3841";"0,1049";"0,0041"
"23,1000";"0,3848";"0,1056";"0,0038"
"23,1500";"0,3858";"0,1057";"0,0039"
"23,2000";"0,3868";"0,1066";"0,0040"
"23,2500";"0,3875";"0,1066";"0,0037"
"23,3000";"0,3882";"0,1068";"0,0040"
"23,3500";"0,3892";"0,1073";"0,0041"
"23,4000";"0,3902";"0,1081";"0,0039"
"23,4500";"0,3908";"0,1084";"0,0039"
"23,5000";"0,3915";"0,1084";"0,0037"
"23,5500";"0,3924";"0,1087";"0,0038"
"23,6000";"0,3935";"0,1093";"0,0037"
"23,6500";"0,3943";"0,1095";"0,0040"
"23,7000";"0,3949";"0,1100";"0,0039"
"23,7500";"0,3957";"0,1104";"0,0039"
"23,8000";"0,3968";"0,1110";"0,0040"
"23,8500";"0,3976";"0,1115";"0,0037"
"23,9000";"0,3982";"0,1111";"0,0042"
"23,9500";"0,3990";"0,1120";"0,0038"
"24,0000";"0,4000";"0,1126";"0,0037"
"24,0500";"0,4010";"0,1134";"0,0038"
"24,1000";"0,4016";"0,1123";"0,0039"
"24,1500";"0,4023";"0,1124";"0,0036"
"24,2000";"0,4033";"0,1132";"0,0043"
"24,2500";"0,4043";"0,1132";"0,0035"
"24,3000";"0,4050";"0,1136";"0,0038"
"24,3500";"0,4056";"0,1138";"0,0037"
"24,4000";"0,4066";"0,1145";"0,0040"
"24,4500";"0,4076";"0,1152";"0,0037"
"24,5000";"0,4083";"0,1153";"0,0037"
"24,5500";"0,4090";"0,1153";"0,0037"
"24,6000";"0,4098";"0,1161";"0,0038"
"24,6500";"0,4110";"0,1166";"0,0036"
"24,7000";"0,4117";"0,1166";"0,0038"
"24,7500";"0,4123";"0,1165";"0,0034"
"24,8000";"0,4131";"0,1170";"0,0039"
"24,8500";"0,4142";"0,1176";"0,0036"
"24,9000";"0,4151";"0,1180";"0,0037"
"24,9500";"0,4158";"0,1183";"0,0034"
"25,0000";"0,4165";"0,1185";"0,0038"
"25,0500";"0,4176";"0,1193";"0,0035"
"25,1000";"0,4185";"0,1197";"0,0036"
"25,1500";"0,4191";"0,1195";"0,0034"
"25,2000";"0,4198";"0,1205";"0,0036"
"25,2500";"0,4208";"0,1195";"0,0033"
"25,3000";"0,4219";"0,1201";"0,0038"
"25,3500";"0,4225";"0,1200";"0,0034"
"25,4000";"0,4232";"0,1204";"0,0036"
"25,4500";"0,4241";"0,1212";"0,0035"
"25,5000";"0,4252";"0,1219";"0,0034"
"25,5500";"0,4259";"0,1215";"0,0037"
"25,6000";"0,4266";"0,1220";"0,0034"
"25,6500";"0,4274";"0,1226";"0,0036"
"25,7000";"0,4285";"0,1235";"0,0036"
"25,7500";"0,4293";"0,1240";"0,0035"
"25,8000";"0,4299";"0,1236";"0,0038"
"25,8500";"0,4307";"0,1242";"0,0036"
"25,9000";"0,4317";"0,1250";"0,0033"
"25,9500";"0,4326";"0,1258";"0,0039"
"26,0000";"0,4333";"0,1253";"0,0031"
"26,0500";"0,4340";"0,1255";"0,0035"
"26,1000";"0,4350";"0,1261";"0,0034"
"26,1500";"0,4360";"0,1269";"0,0033"
"26,2000";"0,4366";"0,1273";"0,0035"
"26,2500";"0,4373";"0,1279";"0,0034"
"26,3000";"0,4383";"0,1282";"0,0033"
"26,3500";"0,4392";"0,1288";"0,0035"
"26,4000";"0,4400";"0,1279";"0,0032"
"26,4500";"0,4406";"0,1282";"0,0035"
"26,5000";"0,4416";"0,1286";"0,0031"
"26,5500";"0,4426";"0,1293";"0,0035"
"26,6000";"0,4433";"0,1296";"0,0031"
"26,6500";"0,4440";"0,1299";"0,0033"
"26,7000";"0,4448";"0,1301";"0,0031"
"26,7500";"0,4459";"0,1311";"0,0034"
"26,8000";"0,4467";"0,1316";"0,0032"
"26,8500";"0,4474";"0,1318";"0,0034"
"26,9000";"0,4482";"0,1322";"0,0031"
"26,9500";"0,4493";"0,1328";"0,0035"
"27,0000";"0,4501";"0,1341";"0,0029"
"27,0500";"0,4508";"0,1341";"0,0034"
"27,1000";"0,4515";"0,1349";"0,0031"
"27,1500";"0,4526";"0,1353";"0,0034"
"27,2000";"0,4535";"0,1362";"0,0032"
"27,2500";"0,4542";"0,1366";"0,0032"
"27,3000";"0,4549";"0,1366";"0,0031"
"27,3500";"0,4559";"0,1378";"0,0032"
"27,4000";"0,4569";"0,1389";"0,0030"
"27,4500";"0,4575";"0,1384";"0,0034"
"27,5000";"0,4582";"0,1387";"0,0026"
"27,5500";"0,4591";"0,1387";"0,0032"
"27,6000";"0,4602";"0,1397";"0,0032"
