Tabela Resultados 1
;Operador ;Diâmetro;Comprimento;Comprimento final
;;(mm);(mm);(mm)
2;"Operador ";"8,30";"50,00";"65,10"
Tempo;Deslocamento;Força;Deformação à tração (Extensômetro)
(s);(mm);(kN);(%)
"0,0000";"0,0000";"0,0015";"0,0000"
"0,0500";"0,0001";"0,0017";"-0,0004"
"0,1000";"0,0003";"0,0024";"-0,0002"
"0,1500";"0,0009";"0,0017";"-0,0002"
"0,2000";"0,0019";"0,0023";"-0,0002"
"0,2500";"0,0029";"0,0022";"0,0000"
"0,3000";"0,0040";"0,0089";"-0,0002"
"0,3500";"0,0052";"0,0265";"0,0001"
"0,4000";"0,0060";"0,0424";"0,0004"
"0,4500";"0,0070";"0,0545";"0,0005"
"0,5000";"0,0081";"0,0696";"0,0007"
"0,5500";"0,0090";"0,0838";"0,0007"
"0,6000";"0,0097";"0,0935";"0,0008"
"0,6500";"0,0105";"0,1028";"0,0009"
"0,7000";"0,0116";"0,1157";"0,0012"
"0,7500";"0,0125";"0,1283";"0,0012"
"0,8000";"0,0131";"0,1359";"0,0012"
"0,8500";"0,0139";"0,1434";"0,0013"
"0,9000";"0,0150";"0,1532";"0,0013"
"0,9500";"0,0159";"0,1649";"0,0018"
"1,0000";"0,0165";"0,1720";"0,0015"
"1,0500";"0,0173";"0,1776";"0,0020"
"1,1000";"0,0183";"0,1860";"0,0017"
"1,1500";"0,0193";"0,1964";"0,0018"
"1,2000";"0,0200";"0,2025";"0,0021"
"1,2500";"0,0207";"0,2080";"0,0020"
"1,3000";"0,0218";"0,2154";"0,0023"
"1,3500";"0,0227";"0,2255";"0,0020"
"1,4000";"0,0234";"0,2307";"0,0021"
"1,4500";"0,0241";"0,2344";"0,0024"
"1,5000";"0,0251";"0,2414";"0,0020"
"1,5500";"0,0261";"0,2508";"0,0026"
"1,6000";"0,0268";"0,2569";"0,0023"
"1,6500";"0,0275";"0,2610";"0,0025"
"1,7000";"0,0283";"0,2668";"0,0025"
"1,7500";"0,0294";"0,2760";"0,0026"
"1,8000";"0,0301";"0,2821";"0,0026"
"1,8500";"0,0308";"0,2852";"0,0024"
"1,9000";"0,0316";"0,2892";"0,0028"
"1,9500";"0,0327";"0,2967";"0,0027"
"2,0000";"0,0335";"0,3036";"0,0029"
"2,0500";"0,0341";"0,3053";"0,0028"
"2,1000";"0,0349";"0,3082";"0,0027"
"2,1500";"0,0359";"0,3154";"0,0029"
"2,2000";"0,0369";"0,3229";"0,0028"
"2,2500";"0,0375";"0,3256";"0,0030"
"2,3000";"0,0382";"0,3274";"0,0027"
"2,3500";"0,0392";"0,3324";"0,0028"
"2,4000";"0,0402";"0,3397";"0,0031"
"2,4500";"0,0408";"0,3429";"0,0029"
"2,5000";"0,0416";"0,3430";"0,0030"
"2,5500";"0,0425";"0,3472";"0,0029"
"2,6000";"0,0435";"0,3543";"0,0031"
"2,6500";"0,0443";"0,3581";"0,0030"
"2,7000";"0,0449";"0,3586";"0,0029"
"2,7500";"0,0458";"0,3611";"0,0031"
"2,8000";"0,0468";"0,3679";"0,0030"
"2,8500";"0,0476";"0,3729";"0,0032"
"2,9000";"0,0483";"0,3731";"0,0031"
"2,9500";"0,0491";"0,3750";"0,0029"
"3,0000";"0,0502";"0,3798";"0,0030"
"3,0500";"0,0510";"0,3852";"0,0029"
"3,1000";"0,0517";"0,3859";"0,0034"
"3,1500";"0,0525";"0,3869";"0,0031"
"3,2000";"0,0535";"0,3921";"0,0031"
"3,2500";"0,0544";"0,3975";"0,0033"
"3,3000";"0,0551";"0,3983";"0,0031"
"3,3500";"0,0558";"0,3983";"0,0030"
"3,4000";"0,0568";"0,4025";"0,0032"
"3,4500";"0,0578";"0,4092";"0,0031"
"3,5000";"0,0585";"0,4101";"0,0031"
"3,5500";"0,0591";"0,4094";"0,0031"
"3,6000";"0,0601";"0,4125";"0,0034"
"3,6500";"0,0611";"0,4187";"0,0031"
"3,7000";"0,0618";"0,4216";"0,0033"
"3,7500";"0,0625";"0,4211";"0,0031"
"3,8000";"0,0633";"0,4225";"0,0031"
"3,8500";"0,0644";"0,4284";"0,0033"
"3,9000";"0,0651";"0,4323";"0,0029"
"3,9500";"0,0658";"0,4324";"0,0032"
"4,0000";"0,0666";"0,4337";"0,0033"
"4,0500";"0,0677";"0,4381";"0,0035"
"4,1000";"0,0685";"0,4431";"0,0031"
"4,1500";"0,0691";"0,4425";"0,0033"
"4,2000";"0,0698";"0,4429";"0,0034"
"4,2500";"0,0709";"0,4475";"0,0031"
"4,3000";"0,0718";"0,4530";"0,0032"
"4,3500";"0,0725";"0,4540";"0,0031"
"4,4000";"0,0733";"0,4543";"0,0034"
"4,4500";"0,0742";"0,4579";"0,0032"
"4,5000";"0,0752";"0,4639";"0,0033"
"4,5500";"0,0759";"0,4643";"0,0032"
"4,6000";"0,0766";"0,4633";"0,0031"
"4,6500";"0,0775";"0,4665";"0,0032"
"4,7000";"0,0785";"0,4726";"0,0034"
"4,7500";"0,0793";"0,4755";"0,0033"
"4,8000";"0,0799";"0,4746";"0,0032"
"4,8500";"0,0809";"0,4764";"0,0030"
"4,9000";"0,0819";"0,4822";"0,0034"
"4,9500";"0,0827";"0,4864";"0,0032"
"5,0000";"0,0833";"0,4857";"0,0034"
"5,0500";"0,0841";"0,4856";"0,0033"
"5,1000";"0,0852";"0,4904";"0,0031"
"5,1500";"0,0861";"0,4951";"0,0033"
"5,2000";"0,0867";"0,4954";"0,0031"
"5,2500";"0,0875";"0,4956";"0,0033"
"5,3000";"0,0885";"0,4998";"0,0032"
"5,3500";"0,0894";"0,5051";"0,0036"
"5,4000";"0,0901";"0,5055";"0,0033"
"5,4500";"0,0908";"0,5049";"0,0033"
"5,5000";"0,0918";"0,5084";"0,0032"
"5,5500";"0,0927";"0,5142";"0,0033"
"5,6000";"0,0935";"0,5152";"0,0034"
"5,6500";"0,0941";"0,5145";"0,0034"
"5,7000";"0,0950";"0,5167";"0,0032"
"5,7500";"0,0961";"0,5225";"0,0034"
"5,8000";"0,0968";"0,5254";"0,0033"
"5,8500";"0,0975";"0,5248";"0,0032"
"5,9000";"0,0983";"0,5261";"0,0031"
"5,9500";"0,0993";"0,5314";"0,0036"
"6,0000";"0,1001";"0,5356";"0,0033"
"6,0500";"0,1008";"0,5354";"0,0032"
"6,1000";"0,1015";"0,5352";"0,0034"
"6,1500";"0,1026";"0,5387";"0,0032"
"6,2000";"0,1035";"0,5446";"0,0035"
"6,2500";"0,1042";"0,5451";"0,0034"
"6,3000";"0,1049";"0,5448";"0,0033"
"6,3500";"0,1059";"0,5486";"0,0035"
"6,4000";"0,1069";"0,5535";"0,0034"
"6,4500";"0,1075";"0,5549";"0,0034"
"6,5000";"0,1082";"0,5542";"0,0033"
"6,5500";"0,1091";"0,5570";"0,0034"
"6,6000";"0,1102";"0,5629";"0,0033"
"6,6500";"0,1109";"0,5651";"0,0034"
"6,7000";"0,1116";"0,5641";"0,0035"
"6,7500";"0,1125";"0,5662";"0,0031"
"6,8000";"0,1136";"0,5718";"0,0037"
"6,8500";"0,1144";"0,5753";"0,0031"
"6,9000";"0,1150";"0,5742";"0,0034"
"6,9500";"0,1158";"0,5753";"0,0034"
"7,0000";"0,1168";"0,5802";"0,0032"
"7,0500";"0,1177";"0,5845";"0,0035"
"7,1000";"0,1184";"0,5845";"0,0032"
"7,1500";"0,1192";"0,5848";"0,0036"
"7,2000";"0,1201";"0,5890";"0,0032"
"7,2500";"0,1211";"0,5929";"0,0034"
"7,3000";"0,1217";"0,5935";"0,0033"
"7,3500";"0,1224";"0,5931";"0,0033"
"7,4000";"0,1234";"0,5965";"0,0033"
"7,4500";"0,1244";"0,6022";"0,0035"
"7,5000";"0,1251";"0,6034";"0,0034"
"7,5500";"0,1258";"0,6031";"0,0033"
"7,6000";"0,1267";"0,6050";"0,0033"
"7,6500";"0,1277";"0,6106";"0,0034"
"7,7000";"0,1285";"0,6135";"0,0034"
"7,7500";"0,1291";"0,6125";"0,0035"
"7,8000";"0,1300";"0,6137";"0,0035"
"7,8500";"0,1310";"0,6189";"0,0036"
"7,9000";"0,1318";"0,6229";"0,0033"
"7,9500";"0,1325";"0,6221";"0,0034"
"8,0000";"0,1332";"0,6230";"0,0034"
"8,0500";"0,1343";"0,6274";"0,0034"
"8,1000";"0,1352";"0,6327";"0,0035"
"8,1500";"0,1359";"0,6326";"0,0031"
"8,2000";"0,1366";"0,6330";"0,0035"
"8,2500";"0,1375";"0,6363";"0,0035"
"8,3000";"0,1385";"0,6408";"0,0032"
"8,3500";"0,1392";"0,6417";"0,0036"
"8,4000";"0,1399";"0,6413";"0,0032"
"8,4500";"0,1408";"0,6441";"0,0034"
"8,5000";"0,1419";"0,6499";"0,0033"
"8,5500";"0,1426";"0,6527";"0,0034"
"8,6000";"0,1433";"0,6521";"0,0034"
"8,6500";"0,1442";"0,6538";"0,0034"
"8,7000";"0,1452";"0,6595";"0,0036"
"8,7500";"0,1460";"0,6626";"0,0033"
"8,8000";"0,1467";"0,6620";"0,0037"
"8,8500";"0,1475";"0,6618";"0,0033"
"8,9000";"0,1485";"0,6667";"0,0036"
"8,9500";"0,1494";"0,6717";"0,0035"
"9,0000";"0,1501";"0,6714";"0,0032"
"9,0500";"0,1509";"0,6715";"0,0035"
"9,1000";"0,1518";"0,6758";"0,0035"
"9,1500";"0,1528";"0,6810";"0,0036"
"9,2000";"0,1534";"0,6811";"0,0035"
"9,2500";"0,1541";"0,6807";"0,0034"
"9,3000";"0,1550";"0,6841";"0,0035"
"9,3500";"0,1560";"0,6899";"0,0034"
"9,4000";"0,1568";"0,6899";"0,0037"
"9,4500";"0,1574";"0,6896";"0,0032"
"9,5000";"0,1583";"0,6911";"0,0036"
"9,5500";"0,1594";"0,6983";"0,0035"
"9,6000";"0,1601";"0,7009";"0,0033"
"9,6500";"0,1608";"0,6997";"0,0038"
"9,7000";"0,1616";"0,7011";"0,0033"
"9,7500";"0,1626";"0,7058";"0,0037"
"9,8000";"0,1635";"0,7103";"0,0035"
"9,8500";"0,1641";"0,7103";"0,0035"
"9,9000";"0,1649";"0,7101";"0,0035"
"9,9500";"0,1660";"0,7141";"0,0035"
"10,0000";"0,1668";"0,7199";"0,0037"
"10,0500";"0,1675";"0,7202";"0,0034"
"10,1000";"0,1682";"0,7195";"0,0037"
"10,1500";"0,1692";"0,7236";"0,0038"
"10,2000";"0,1702";"0,7295";"0,0035"
"10,2500";"0,1709";"0,7301";"0,0035"
"10,3000";"0,1716";"0,7291";"0,0035"
"10,3500";"0,1725";"0,7325";"0,0036"
"10,4000";"0,1736";"0,7384";"0,0038"
"10,4500";"0,1743";"0,7403";"0,0037"
"10,5000";"0,1749";"0,7389";"0,0036"
"10,5500";"0,1759";"0,7411";"0,0037"
"10,6000";"0,1769";"0,7470";"0,0037"
"10,6500";"0,1776";"0,7495";"0,0035"
"10,7000";"0,1783";"0,7489";"0,0038"
"10,7500";"0,1791";"0,7501";"0,0037"
"10,8000";"0,1802";"0,7552";"0,0036"
"10,8500";"0,1810";"0,7600";"0,0037"
"10,9000";"0,1817";"0,7594";"0,0035"
"10,9500";"0,1825";"0,7598";"0,0036"
"11,0000";"0,1835";"0,7639";"0,0036"
"11,0500";"0,1844";"0,7684";"0,0038"
"11,1000";"0,1851";"0,7684";"0,0034"
"11,1500";"0,1858";"0,7675";"0,0036"
"11,2000";"0,1868";"0,7719";"0,0036"
"11,2500";"0,1877";"0,7782";"0,0036"
"11,3000";"0,1884";"0,7786";"0,0039"
"11,3500";"0,1891";"0,7775";"0,0034"
"11,4000";"0,1900";"0,7805";"0,0038"
"11,4500";"0,1911";"0,7873";"0,0040"
"11,5000";"0,1918";"0,7893";"0,0036"
"11,5500";"0,1924";"0,7880";"0,0038"
"11,6000";"0,1933";"0,7887";"0,0036"
"11,6500";"0,1943";"0,7948";"0,0038"
"11,7000";"0,1951";"0,7991";"0,0037"
"11,7500";"0,1958";"0,7982";"0,0039"
"11,8000";"0,1966";"0,7986";"0,0036"
"11,8500";"0,1976";"0,8048";"0,0038"
"11,9000";"0,1985";"0,8101";"0,0038"
"11,9500";"0,1991";"0,8091";"0,0035"
"12,0000";"0,1999";"0,8089";"0,0037"
"12,0500";"0,2009";"0,8134";"0,0037"
"12,1000";"0,2019";"0,8192";"0,0038"
"12,1500";"0,2025";"0,8184";"0,0039"
"12,2000";"0,2032";"0,8182";"0,0038"
"12,2500";"0,2043";"0,8225";"0,0038"
"12,3000";"0,2052";"0,8292";"0,0038"
"12,3500";"0,2060";"0,8306";"0,0038"
"12,4000";"0,2066";"0,8293";"0,0038"
"12,4500";"0,2076";"0,8320";"0,0039"
"12,5000";"0,2086";"0,8383";"0,0038"
"12,5500";"0,2093";"0,8408";"0,0038"
"12,6000";"0,2099";"0,8392";"0,0039"
"12,6500";"0,2108";"0,8404";"0,0038"
"12,7000";"0,2119";"0,8460";"0,0040"
"12,7500";"0,2127";"0,8506";"0,0039"
"12,8000";"0,2134";"0,8499";"0,0038"
"12,8500";"0,2141";"0,8503";"0,0041"
"12,9000";"0,2152";"0,8562";"0,0039"
"12,9500";"0,2160";"0,8609";"0,0040"
"13,0000";"0,2167";"0,8599";"0,0036"
"13,0500";"0,2174";"0,8598";"0,0041"
"13,1000";"0,2184";"0,8647";"0,0039"
"13,1500";"0,2194";"0,8704";"0,0039"
"13,2000";"0,2200";"0,8697";"0,0040"
"13,2500";"0,2207";"0,8690";"0,0040"
"13,3000";"0,2217";"0,8730";"0,0041"
"13,3500";"0,2227";"0,8801";"0,0041"
"13,4000";"0,2234";"0,8816";"0,0042"
"13,4500";"0,2241";"0,8800";"0,0040"
"13,5000";"0,2249";"0,8822";"0,0040"
"13,5500";"0,2260";"0,8892";"0,0042"
"13,6000";"0,2268";"0,8920";"0,0041"
"13,6500";"0,2274";"0,8907";"0,0041"
"13,7000";"0,2283";"0,8919";"0,0041"
"13,7500";"0,2293";"0,8973";"0,0042"
"13,8000";"0,2302";"0,9027";"0,0042"
"13,8500";"0,2308";"0,9009";"0,0042"
"13,9000";"0,2316";"0,9015";"0,0041"
"13,9500";"0,2326";"0,9069";"0,0040"
"14,0000";"0,2335";"0,9133";"0,0042"
"14,0500";"0,2341";"0,9123";"0,0042"
"14,1000";"0,2349";"0,9123";"0,0041"
"14,1500";"0,2360";"0,9166";"0,0042"
"14,2000";"0,2369";"0,9240";"0,0041"
"14,2500";"0,2376";"0,9240";"0,0042"
"14,3000";"0,2383";"0,9224";"0,0040"
"14,3500";"0,2393";"0,9256";"0,0041"
"14,4000";"0,2403";"0,9329";"0,0042"
"14,4500";"0,2410";"0,9343";"0,0042"
"14,5000";"0,2416";"0,9330";"0,0044"
"14,5500";"0,2426";"0,9355";"0,0040"
"14,6000";"0,2437";"0,9427";"0,0042"
"14,6500";"0,2444";"0,9453";"0,0042"
"14,7000";"0,2450";"0,9439";"0,0042"
"14,7500";"0,2458";"0,9445";"0,0045"
"14,8000";"0,2469";"0,9516";"0,0043"
"14,8500";"0,2477";"0,9549";"0,0045"
"14,9000";"0,2484";"0,9536";"0,0043"
"14,9500";"0,2491";"0,9536";"0,0046"
"15,0000";"0,2501";"0,9592";"0,0043"
"15,0500";"0,2510";"0,9664";"0,0046"
"15,1000";"0,2517";"0,9648";"0,0047"
"15,1500";"0,2524";"0,9647";"0,0042"
"15,2000";"0,2534";"0,9694";"0,0046"
"15,2500";"0,2544";"0,9760";"0,0045"
"15,3000";"0,2550";"0,9766";"0,0044"
"15,3500";"0,2557";"0,9749";"0,0044"
"15,4000";"0,2566";"0,9770";"0,0043"
"15,4500";"0,2577";"0,9847";"0,0047"
"15,5000";"0,2584";"0,9871";"0,0045"
"15,5500";"0,2591";"0,9862";"0,0045"
"15,6000";"0,2599";"0,9884";"0,0044"
"15,6500";"0,2610";"0,9952";"0,0045"
"15,7000";"0,2618";"0,9984";"0,0047"
"15,7500";"0,2624";"0,9970";"0,0043"
"15,8000";"0,2633";"0,9982";"0,0046"
"15,8500";"0,2643";"1,0042";"0,0047"
"15,9000";"0,2652";"1,0095";"0,0044"
"15,9500";"0,2658";"1,0078";"0,0049"
"16,0000";"0,2666";"1,0083";"0,0045"
"16,0500";"0,2676";"1,0142";"0,0047"
"16,1000";"0,2686";"1,0200";"0,0047"
"16,1500";"0,2692";"1,0192";"0,0048"
"16,2000";"0,2699";"1,0189";"0,0046"
"16,2500";"0,2710";"1,0231";"0,0047"
"16,3000";"0,2719";"1,0301";"0,0046"
"16,3500";"0,2726";"1,0311";"0,0047"
"16,4000";"0,2733";"1,0299";"0,0049"
"16,4500";"0,2743";"1,0324";"0,0044"
"16,5000";"0,2753";"1,0391";"0,0047"
"16,5500";"0,2760";"1,0416";"0,0047"
"16,6000";"0,2766";"1,0402";"0,0046"
"16,6500";"0,2775";"1,0417";"0,0049"
"16,7000";"0,2786";"1,0495";"0,0047"
"16,7500";"0,2794";"1,0526";"0,0049"
"16,8000";"0,2800";"1,0511";"0,0048"
"16,8500";"0,2808";"1,0516";"0,0047"
"16,9000";"0,2818";"1,0573";"0,0048"
"16,9500";"0,2827";"1,0632";"0,0047"
"17,0000";"0,2834";"1,0624";"0,0048"
"17,0500";"0,2841";"1,0618";"0,0046"
"17,1000";"0,2851";"1,0672";"0,0050"
"17,1500";"0,2860";"1,0727";"0,0048"
"17,2000";"0,2867";"1,0732";"0,0050"
"17,2500";"0,2874";"1,0723";"0,0048"
"17,3000";"0,2883";"1,0761";"0,0049"
"17,3500";"0,2893";"1,0830";"0,0050"
"17,4000";"0,2901";"1,0857";"0,0047"
"17,4500";"0,2908";"1,0846";"0,0049"
"17,5000";"0,2916";"1,0867";"0,0050"
"17,5500";"0,2927";"1,0928";"0,0048"
"17,6000";"0,2934";"1,0958";"0,0053"
"17,6500";"0,2941";"1,0943";"0,0051"
"17,7000";"0,2949";"1,0958";"0,0051"
"17,7500";"0,2960";"1,1024";"0,0050"
"17,8000";"0,2969";"1,1072";"0,0052"
"17,8500";"0,2975";"1,1072";"0,0050"
"17,9000";"0,2983";"1,1070";"0,0052"
"17,9500";"0,2993";"1,1128";"0,0050"
"18,0000";"0,3002";"1,1185";"0,0050"
"18,0500";"0,3009";"1,1183";"0,0052"
"18,1000";"0,3016";"1,1170";"0,0049"
"18,1500";"0,3026";"1,1207";"0,0051"
"18,2000";"0,3036";"1,1277";"0,0052"
"18,2500";"0,3043";"1,1292";"0,0052"
"18,3000";"0,3050";"1,1282";"0,0052"
"18,3500";"0,3060";"1,1320";"0,0050"
"18,4000";"0,3069";"1,1388";"0,0053"
"18,4500";"0,3077";"1,1405";"0,0051"
"18,5000";"0,3083";"1,1395";"0,0052"
"18,5500";"0,3092";"1,1411";"0,0053"
"18,6000";"0,3102";"1,1482";"0,0052"
"18,6500";"0,3110";"1,1512";"0,0053"
"18,7000";"0,3116";"1,1501";"0,0053"
"18,7500";"0,3125";"1,1503";"0,0053"
"18,8000";"0,3135";"1,1568";"0,0053"
"18,8500";"0,3143";"1,1625";"0,0052"
"18,9000";"0,3150";"1,1619";"0,0054"
"18,9500";"0,3158";"1,1618";"0,0054"
"19,0000";"0,3168";"1,1669";"0,0055"
"19,0500";"0,3177";"1,1733";"0,0053"
"19,1000";"0,3184";"1,1734";"0,0053"
"19,1500";"0,3190";"1,1725";"0,0054"
"19,2000";"0,3200";"1,1753";"0,0051"
"19,2500";"0,3210";"1,1828";"0,0057"
"19,3000";"0,3217";"1,1855";"0,0053"
"19,3500";"0,3224";"1,1836";"0,0055"
"19,4000";"0,3233";"1,1864";"0,0054"
"19,4500";"0,3243";"1,1935";"0,0052"
"19,5000";"0,3251";"1,1962";"0,0056"
"19,5500";"0,3258";"1,1952";"0,0055"
"19,6000";"0,3266";"1,1964";"0,0055"
"19,6500";"0,3277";"1,2035";"0,0056"
"19,7000";"0,3285";"1,2088";"0,0055"
"19,7500";"0,3292";"1,2073";"0,0056"
"19,8000";"0,3300";"1,2072";"0,0055"
"19,8500";"0,3310";"1,2136";"0,0055"
"19,9000";"0,3319";"1,2198";"0,0054"
"19,9500";"0,3326";"1,2190";"0,0057"
"20,0000";"0,3333";"1,2183";"0,0055"
"20,0500";"0,3343";"1,2234";"0,0057"
"20,1000";"0,3353";"1,2300";"0,0055"
"20,1500";"0,3359";"1,2305";"0,0055"
"20,2000";"0,3367";"1,2301";"0,0059"
"20,2500";"0,3376";"1,2342";"0,0056"
"20,3000";"0,3386";"1,2398";"0,0057"
"20,3500";"0,3393";"1,2413";"0,0056"
"20,4000";"0,3400";"1,2405";"0,0055"
"20,4500";"0,3409";"1,2422";"0,0057"
"20,5000";"0,3419";"1,2498";"0,0056"
"20,5500";"0,3427";"1,2534";"0,0058"
"20,6000";"0,3433";"1,2521";"0,0055"
"20,6500";"0,3441";"1,2528";"0,0058"
"20,7000";"0,3451";"1,2594";"0,0058"
"20,7500";"0,3460";"1,2661";"0,0057"
"20,8000";"0,3467";"1,2654";"0,0059"
"20,8500";"0,3474";"1,2639";"0,0056"
"20,9000";"0,3484";"1,2687";"0,0062"
"20,9500";"0,3493";"1,2758";"0,0056"
"21,0000";"0,3500";"1,2773";"0,0059"
"21,0500";"0,3507";"1,2761";"0,0059"
"21,1000";"0,3517";"1,2788";"0,0058"
"21,1500";"0,3527";"1,2876";"0,0059"
"21,2000";"0,3534";"1,2901";"0,0058"
"21,2500";"0,3541";"1,2884";"0,0060"
"21,3000";"0,3550";"1,2906";"0,0059"
"21,3500";"0,3560";"1,2981";"0,0061"
"21,4000";"0,3568";"1,3010";"0,0059"
"21,4500";"0,3574";"1,2993";"0,0059"
"21,5000";"0,3583";"1,3010";"0,0061"
"21,5500";"0,3594";"1,3086";"0,0058"
"21,6000";"0,3602";"1,3137";"0,0064"
"21,6500";"0,3609";"1,3123";"0,0058"
"21,7000";"0,3616";"1,3131";"0,0059"
"21,7500";"0,3627";"1,3198";"0,0061"
"21,8000";"0,3635";"1,3257";"0,0059"
"21,8500";"0,3642";"1,3245";"0,0061"
"21,9000";"0,3649";"1,3241";"0,0060"
"21,9500";"0,3660";"1,3283";"0,0063"
"22,0000";"0,3669";"1,3361";"0,0060"
"22,0500";"0,3676";"1,3368";"0,0062"
"22,1000";"0,3683";"1,3358";"0,0061"
"22,1500";"0,3693";"1,3401";"0,0061"
"22,2000";"0,3703";"1,3476";"0,0062"
"22,2500";"0,3709";"1,3489";"0,0059"
"22,3000";"0,3716";"1,3474";"0,0065"
"22,3500";"0,3725";"1,3494";"0,0060"
"22,4000";"0,3736";"1,3580";"0,0061"
"22,4500";"0,3743";"1,3610";"0,0061"
"22,5000";"0,3749";"1,3578";"0,0061"
"22,5500";"0,3757";"1,3592";"0,0064"
"22,6000";"0,3768";"1,3665";"0,0061"
"22,6500";"0,3777";"1,3731";"0,0062"
"22,7000";"0,3783";"1,3715";"0,0064"
"22,7500";"0,3791";"1,3713";"0,0061"
"22,8000";"0,3801";"1,3766";"0,0065"
"22,8500";"0,3810";"1,3834";"0,0062"
"22,9000";"0,3816";"1,3839";"0,0063"
"22,9500";"0,3824";"1,3830";"0,0064"
"23,0000";"0,3834";"1,3880";"0,0066"
"23,0500";"0,3844";"1,3948";"0,0065"
"23,1000";"0,3851";"1,3960";"0,0063"
"23,1500";"0,3857";"1,3943";"0,0065"
"23,2000";"0,3867";"1,3969";"0,0063"
"23,2500";"0,3877";"1,4061";"0,0066"
"23,3000";"0,3884";"1,4087";"0,0063"
"23,3500";"0,3891";"1,4071";"0,0063"
"23,4000";"0,3900";"1,4093";"0,0064"
"23,4500";"0,3910";"1,4173";"0,0064"
"23,5000";"0,3918";"1,4217";"0,0063"
"23,5500";"0,3925";"1,4202";"0,0066"
"23,6000";"0,3933";"1,4201";"0,0065"
"23,6500";"0,3944";"1,4269";"0,0064"
"23,7000";"0,3952";"1,4324";"0,0065"
"23,7500";"0,3959";"1,4316";"0,0066"
"23,8000";"0,3966";"1,4311";"0,0068"
"23,8500";"0,3977";"1,4374";"0,0067"
"23,9000";"0,3986";"1,4446";"0,0064"
"23,9500";"0,3992";"1,4441";"0,0067"
"24,0000";"0,3999";"1,4428";"0,0066"
"24,0500";"0,4010";"1,4481";"0,0065"
"24,1000";"0,4020";"1,4563";"0,0069"
"24,1500";"0,4026";"1,4555";"0,0064"
"24,2000";"0,4033";"1,4543";"0,0065"
"24,2500";"0,4042";"1,4575";"0,0068"
"24,3000";"0,4052";"1,4661";"0,0066"
"24,3500";"0,4059";"1,4679";"0,0067"
"24,4000";"0,4066";"1,4659";"0,0067"
"24,4500";"0,4074";"1,4685";"0,0068"
"24,5000";"0,4085";"1,4768";"0,0067"
"24,5500";"0,4093";"1,4813";"0,0069"
"24,6000";"0,4099";"1,4790";"0,0066"
"24,6500";"0,4107";"1,4788";"0,0068"
"24,7000";"0,4118";"1,4854";"0,0067"
"24,7500";"0,4127";"1,4923";"0,0069"
"24,8000";"0,4133";"1,4911";"0,0070"
"24,8500";"0,4141";"1,4908";"0,0067"
"24,9000";"0,4151";"1,4966";"0,0069"
"24,9500";"0,4160";"1,5048";"0,0068"
"25,0000";"0,4167";"1,5045";"0,0069"
"25,0500";"0,4174";"1,5037";"0,0068"
"25,1000";"0,4183";"1,5074";"0,0068"
"25,1500";"0,4194";"1,5166";"0,0071"
"25,2000";"0,4201";"1,5182";"0,0069"
"25,2500";"0,4208";"1,5157";"0,0072"
"25,3000";"0,4217";"1,5188";"0,0070"
"25,3500";"0,4227";"1,5276";"0,0070"
"25,4000";"0,4235";"1,5312";"0,0071"
"25,4500";"0,4241";"1,5293";"0,0068"
"25,5000";"0,4250";"1,5308";"0,0072"
"25,5500";"0,4261";"1,5395";"0,0070"
"25,6000";"0,4269";"1,5444";"0,0074"
"25,6500";"0,4275";"1,5418";"0,0071"
"25,7000";"0,4283";"1,5433";"0,0069"
"25,7500";"0,4294";"1,5504";"0,0073"
"25,8000";"0,4302";"1,5570";"0,0071"
"25,8500";"0,4309";"1,5550";"0,0071"
"25,9000";"0,4316";"1,5540";"0,0069"
"25,9500";"0,4327";"1,5600";"0,0073"
"26,0000";"0,4336";"1,5683";"0,0075"
"26,0500";"0,4342";"1,5684";"0,0072"
"26,1000";"0,4349";"1,5671";"0,0075"
"26,1500";"0,4359";"1,5704";"0,0073"
"26,2000";"0,4369";"1,5796";"0,0076"
"26,2500";"0,4376";"1,5815";"0,0074"
"26,3000";"0,4383";"1,5794";"0,0072"
"26,3500";"0,4392";"1,5823";"0,0076"
"26,4000";"0,4402";"1,5908";"0,0074"
"26,4500";"0,4409";"1,5941";"0,0073"
"26,5000";"0,4416";"1,5918";"0,0074"
"26,5500";"0,4424";"1,5927";"0,0075"
"26,6000";"0,4435";"1,6010";"0,0076"
"26,6500";"0,4443";"1,6070";"0,0077"
"26,7000";"0,4450";"1,6062";"0,0076"
"26,7500";"0,4457";"1,6059";"0,0076"
"26,8000";"0,4468";"1,6127";"0,0078"
"26,8500";"0,4477";"1,6204";"0,0077"
"26,9000";"0,4483";"1,6194";"0,0077"
"26,9500";"0,4491";"1,6175";"0,0075"
"27,0000";"0,4500";"1,6229";"0,0076"
"27,0500";"0,4510";"1,6323";"0,0078"
"27,1000";"0,4517";"1,6329";"0,0075"
"27,1500";"0,4524";"1,6315";"0,0078"
"27,2000";"0,4534";"1,6349";"0,0078"
"27,2500";"0,4544";"1,6442";"0,0076"
"27,3000";"0,4552";"1,6473";"0,0079"
"27,3500";"0,4558";"1,6441";"0,0077"
"27,4000";"0,4567";"1,6470";"0,0080"
"27,4500";"0,4577";"1,6553";"0,0076"
"27,5000";"0,4585";"1,6588";"0,0081"
"27,5500";"0,4592";"1,6566";"0,0077"
"27,6000";"0,4600";"1,6576";"0,0079"
"27,6500";"0,4611";"1,6659";"0,0079"
